"lang"
{
"Language"	"danish"
"TF_ENGINEER_SENTRY_KILL_CAPS_DESC"	"Anvend et robotgevær til at dræbe 25 fjendtlige spillere, der er ved at erobre et punkt."
"[english]TF_ENGINEER_SENTRY_KILL_CAPS_DESC"	"Use a sentry gun to kill 25 enemy players that are capturing a point."
"TF_ENGINEER_KILL_FLAG_CARRIERS_NAME"	"Fabrikshemmeligheder"
"[english]TF_ENGINEER_KILL_FLAG_CARRIERS_NAME"	"Trade Secrets"
"TF_ENGINEER_KILL_FLAG_CARRIERS_DESC"	"Dræb 20 spillere, der bærer rundt på efterretningerne."
"[english]TF_ENGINEER_KILL_FLAG_CARRIERS_DESC"	"Kill 20 players carrying the intelligence."
"TF_ENGINEER_WASTE_METAL_GRIND_NAME"	"Dødsmetal"
"[english]TF_ENGINEER_WASTE_METAL_GRIND_NAME"	"Death Metal"
"TF_ENGINEER_WASTE_METAL_GRIND_DESC"	"Saml 10.000 stykker metalskrot fra rester af ødelagte bygninger."
"[english]TF_ENGINEER_WASTE_METAL_GRIND_DESC"	"Pick up 10,000 waste metal from pieces of destroyed buildings."
"TF_ENGINEER_HELP_BUILD_STRUCTURE_NAME"	"Matrikeltyv"
"[english]TF_ENGINEER_HELP_BUILD_STRUCTURE_NAME"	"Land Grab"
"TF_ENGINEER_HELP_BUILD_STRUCTURE_DESC"	"Hjælp en holdkammerat med at bygge en bygning."
"[english]TF_ENGINEER_HELP_BUILD_STRUCTURE_DESC"	"Help a teammate construct a building."
"TF_ENGINEER_REMOVE_SAPPER_LONG_DIST_NAME"	"Skarpt trav"
"[english]TF_ENGINEER_REMOVE_SAPPER_LONG_DIST_NAME"	"Get Along!"
"TF_ENGINEER_REMOVE_SAPPER_LONG_DIST_DESC"	"Nå hen til og fjern en mine, der blev placeret på din bygning, da du var adskillige meter væk."
"[english]TF_ENGINEER_REMOVE_SAPPER_LONG_DIST_DESC"	"Manage to get to and then remove a sapper placed on your building while you were several meters away."
"TF_ENGINEER_DESTROY_STICKIES_NAME"	"Forårsrengøring"
"[english]TF_ENGINEER_DESTROY_STICKIES_NAME"	"How the Pests Was Gunned"
"TF_ENGINEER_DESTROY_STICKIES_DESC"	"Ødelæg 50 fjendtlige klæbebomber, der ligger inden for rækkevidde af venligtsindede bygninger."
"[english]TF_ENGINEER_DESTROY_STICKIES_DESC"	"Destroy 50 enemy stickybombs lying in range of friendly buildings."
"TF_ENGINEER_TAUNT_KILL_NAME"	"Hård rock"
"[english]TF_ENGINEER_TAUNT_KILL_NAME"	"Honky Tonk Man"
"TF_ENGINEER_TAUNT_KILL_DESC"	"Brug din guitar til at smadre hovedet på en fjendtlig spiller."
"[english]TF_ENGINEER_TAUNT_KILL_DESC"	"Smash an enemy player's head in with your guitar."
"TF_ENGINEER_KILL_SNIPERS_SENTRY_NAME"	"Gråspurve med kanoner"
"[english]TF_ENGINEER_KILL_SNIPERS_SENTRY_NAME"	"Breaking Morant"
"TF_ENGINEER_KILL_SNIPERS_SENTRY_DESC"	"Dræb 10 Snipers med et robotgevær, der styres af din Wrangler."
"[english]TF_ENGINEER_KILL_SNIPERS_SENTRY_DESC"	"Kill 10 Snipers with a sentry gun under control of your Wrangler."
"TF_ENGINEER_HELP_MANUAL_SENTRY_NAME"	"Geværbegær"
"[english]TF_ENGINEER_HELP_MANUAL_SENTRY_NAME"	"Rio Grind"
"TF_ENGINEER_HELP_MANUAL_SENTRY_DESC"	"Udfør 50 reparationer og/eller genladninger af et robotgevær, der styres af en anden Engineers Wrangler."
"[english]TF_ENGINEER_HELP_MANUAL_SENTRY_DESC"	"Perform 50 repairs and/or reloads on a Sentry gun being Wrangled by another Engineer."
"TF_ENGINEER_KILL_SENTRY_WITH_SENTRY_NAME"	"Patentbeskyttelse"
"[english]TF_ENGINEER_KILL_SENTRY_WITH_SENTRY_NAME"	"Patent Protection"
"TF_ENGINEER_KILL_SENTRY_WITH_SENTRY_DESC"	"Ødelæg en fjendtlig Engineers robotgevær med et robotgevær, der styres af din Wrangler."
"[english]TF_ENGINEER_KILL_SENTRY_WITH_SENTRY_DESC"	"Destroy an enemy Engineer's sentry gun with a sentry under control of your Wrangler."
"TF_ENGINEER_MOVE_SENTRY_GET_KILL_NAME"	"Hvis du bygger den, vil de dø"
"[english]TF_ENGINEER_MOVE_SENTRY_GET_KILL_NAME"	"If You Build It, They Will Die"
"TF_ENGINEER_MOVE_SENTRY_GET_KILL_DESC"	"Slæb et robotgevær på niveau 3 hen til en position, hvor det opnår et drab kort efter omrokering."
"[english]TF_ENGINEER_MOVE_SENTRY_GET_KILL_DESC"	"Haul a level 3 sentry gun into a position where it achieves a kill shortly after being redeployed."
"TF_ENGINEER_BUILDING_CARRY_NAME"	"Texas Ranger"
"[english]TF_ENGINEER_BUILDING_CARRY_NAME"	"Texas Ranger"
"TF_ENGINEER_BUILDING_CARRY_DESC"	"Slæb bygninger 1 km i løbet af din karriere."
"[english]TF_ENGINEER_BUILDING_CARRY_DESC"	"Haul buildings 1 km over your career."
"TF_ENGINEER_KILL_ASSIST_NAME"	"Vicesherif"
"[english]TF_ENGINEER_KILL_ASSIST_NAME"	"Deputized"
"TF_ENGINEER_KILL_ASSIST_DESC"	"Opnå 10 assisterede drab med en anden Engineer, hvor et robotgevær var involveret i drabet."
"[english]TF_ENGINEER_KILL_ASSIST_DESC"	"Get 10 assists with another Engineer where a sentry gun was involved in the kill."
"TF_ENGINEER_DISPENSER_HEAL_GRIND_NAME"	"Kunder i butikken"
"[english]TF_ENGINEER_DISPENSER_HEAL_GRIND_NAME"	"Drugstore Cowboy"
"TF_ENGINEER_DISPENSER_HEAL_GRIND_DESC"	"Få automater, som du har bygget, til at uddele i alt 100.000 helbredspoint i løbet af din karriere."
"[english]TF_ENGINEER_DISPENSER_HEAL_GRIND_DESC"	"Have dispensers you created dispense a combined amount of 100,000 health over your career."
"TF_ENGINEER_REPAIR_TEAM_GRIND_NAME"	"Sammenhold gør stærk"
"[english]TF_ENGINEER_REPAIR_TEAM_GRIND_NAME"	"Circle the Wagons"
"TF_ENGINEER_REPAIR_TEAM_GRIND_DESC"	"Reparer venligtsindede bygninger, der kontrolleres af andre spillere, for 50.000 skadespoint."
"[english]TF_ENGINEER_REPAIR_TEAM_GRIND_DESC"	"Repair 50,000 damage to friendly buildings constructed by other players."
"TF_ENGINEER_TANK_DAMAGE_NAME"	"Godt håndværk"
"[english]TF_ENGINEER_TANK_DAMAGE_NAME"	"Built to Last"
"TF_ENGINEER_TANK_DAMAGE_DESC"	"Hjælp en enkelt bygning med at tage over 2000 skadespoint uden at blive ødelagt."
"[english]TF_ENGINEER_TANK_DAMAGE_DESC"	"Help a single building tank over 2000 damage without being destroyed."
"TF_ENGINEER_HEAVY_ASSIST_NAME"	"Den (ikke særligt) ensomme cowboy"
"[english]TF_ENGINEER_HEAVY_ASSIST_NAME"	"(Not So) Lonely Are the Brave"
"TF_ENGINEER_HEAVY_ASSIST_DESC"	"Hold en Heavy helbredt med din automat, mens han opnår 5 drab."
"[english]TF_ENGINEER_HEAVY_ASSIST_DESC"	"Keep a Heavy healed with your dispenser while he gains 5 kills."
"RI_Ii"	"ting"
"[english]RI_Ii"	"item"
"RI_I"	"Ting"
"[english]RI_I"	"Item"
"RI_Nd"	"Benævnt"
"[english]RI_Nd"	"Named"
"Attrib_WrenchBuildsMiniSentry"	"Erstatter robotgeværet med et hurtigt-byggende Mini-Robotgevær"
"[english]Attrib_WrenchBuildsMiniSentry"	"Replaces the Sentry with a fast building Mini-Sentry"
"Attrib_SentryKilledRevenge"	"Når dit robotgevær bliver ødelagt får
du hævn-kritiske skud for hvert robotgevær-drab"
"[english]Attrib_SentryKilledRevenge"	"When your sentry is destroyed you
gain revenge crits for every sentry kill"
"Attrib_BuildingCostReduction"	"%s1 nedsat bekostning af metal"
"[english]Attrib_BuildingCostReduction"	"%s1 metal reduction in building cost"
"TF_Unique_Combat_Wrench"	"Sydlig Velkomst"	[$ENGLISH]
"[english]TF_Unique_Combat_Wrench"	"Southern Hospitality"
"TF_Unique_Sentry_Shotgun"	"Frontier Justice"	[$!ENGLISH]
"[english]TF_Unique_Sentry_Shotgun"	"The Frontier Justice"
"TF_Unique_Achievement_Laser_Pointer"	"Wrangleren"	[$!ENGLISH]
"[english]TF_Unique_Achievement_Laser_Pointer"	"The Wrangler"
"TF_Unique_Robot_Arm"	"Gunslingeren"	[$!ENGLISH]
"[english]TF_Unique_Robot_Arm"	"The Gunslinger"
"TF_Unique_Combat_Wrench"	"Den Sydlige Velkomst"	[$!ENGLISH]
"[english]TF_Unique_Combat_Wrench"	"The Southern Hospitality"
"TF_UseGlowEffect"	"Brug glødeeffekter for last-opgaver."
"[english]TF_UseGlowEffect"	"Use glow effect for Payload objectives."
"TF_Training_Title"	"TRÆNING"
"[english]TF_Training_Title"	"TRAINING"
"TF_Action"	"Brug genstand i "
"[english]TF_Action"	"Use Item in Action Slot"
"game_scramble_onrestart"	"Autosorterer holdene ved genstart af runde!"
"[english]game_scramble_onrestart"	"Auto scrambling the teams on round restart!"
"TF_Weapon_Jar_Milk"	"Ikke-mælkemasse"
"[english]TF_Weapon_Jar_Milk"	"Non-Milk Substance"
"TF_Weapon_Peppergun"	"Peberpistol"
"[english]TF_Weapon_Peppergun"	"Peppergun"
"TF_Weapon_Fish"	"Fisk"
"[english]TF_Weapon_Fish"	"Fish"
"Humiliation_Count"	"x%s1"
"[english]Humiliation_Count"	"x%s1"
"Humiliation_Kill"	"FISKEDRAB!"
"[english]Humiliation_Kill"	"FISH KILL!"
"TF_Gift"	"Gave"
"[english]TF_Gift"	"Gift"
"TF_Gift_EntireServer"	"Gavestak"
"[english]TF_Gift_EntireServer"	"Pile o' Gifts"
"TF_Gift_EntireServer_Desc"	"Når denne Action-genstand bruges, giver den en tilfældig gave
til op til 23 andre personer på serveren!"
"[english]TF_Gift_EntireServer_Desc"	"When used, this Action Item gives a random gift
to up to 23 other people on the server!"
"TF_Gift_RandomPerson"	"Hemmelig Julemand"
"[english]TF_Gift_RandomPerson"	"Secret Santa"
"TF_Gift_RandomPerson_Desc"	"Når denne Action-genstand bruges, giver den en tilfældig gave
til en tilfældig person på serveren!"
"[english]TF_Gift_RandomPerson_Desc"	"When used, this Action Item gives a random gift
to a random person on the server!"
"TF_UsableItem"	"Brugbar genstand"
"[english]TF_UsableItem"	"Usable Item"
"TF_Usable_Duel"	"Duelminispil"
"[english]TF_Usable_Duel"	"Dueling Mini-Game"
"TF_Usable_Duel_Desc"	"Giver dig mulighed for at udfordre en person til en duel!
Se Mann Co.-kataloget for flere oplysninger."
"[english]TF_Usable_Duel_Desc"	"Allows you to challenge someone to a duel!
See the Mann Co. Catalog for full details."
"TF_Duel_Request"	"%initiator% har udfordret dig til en duel! Vil du forsvare din ære?"
"[english]TF_Duel_Request"	"%initiator% has challenged you to a duel! Will you defend your honor?"
"TF_Duel_Challenge"	"%initiator% har udfordret %target% til en duel!"
"[english]TF_Duel_Challenge"	"%initiator% has challenged %target% to a duel!"
"TF_Duel_Accept"	"%initiator% har udfordret %target% til en duel, og udfordringen er accepteret!"
"[english]TF_Duel_Accept"	"%initiator% has challenged %target% to a duel and they have accepted the challenge!"
"TF_Duel_Decline"	"%initiator% har udfordret %target% til en duel, men udfordringen er afvist!"
"[english]TF_Duel_Decline"	"%initiator% has challenged %target% to a duel, but they declined!"
"TF_Duel_Win"	"%winner% har slået %loser% i en duel med en score på %winner_score% mod %loser_score%!"
"[english]TF_Duel_Win"	"%winner% has beaten %loser% in a duel with a score of %winner_score% to %loser_score%!"
"TF_Duel_Win_SwappedTeams"	"%winner% har slået %loser% i en duel, fordi %loser% har skiftet hold."
"[english]TF_Duel_Win_SwappedTeams"	"%winner% has beaten %loser% in a duel, because %loser% has changed teams."
"TF_Duel_Win_Disconnect"	"%winner% har slået %loser% i en duel, fordi %loser% har forladt spillet."
"[english]TF_Duel_Win_Disconnect"	"%winner% has beaten %loser% in a duel, because %loser% has left the game."
"TF_Duel_Tie"	"Duellen mellem %initiator% og %target% endte uafgjort!"
"[english]TF_Duel_Tie"	"The duel between %initiator% and %target% has ended in a draw!"
"TF_Duel_Status"	"Duelstatus -%initiator%: %initiator_score% - %target%: %target_score%"
"[english]TF_Duel_Status"	"Duel Status:
%initiator%: %initiator_score%
%target%: %target_score%"
"TF_Duel_Title"	"Duel til døden!"
"[english]TF_Duel_Title"	"Duel to the Deaths!"
"TF_Duel_JoinCancel"	"Nej tak"
"[english]TF_Duel_JoinCancel"	"No Thanks"
"TF_Duel_Cancelled"	"Duellen mellem %initiator% og %target% er annulleret!"
"[english]TF_Duel_Cancelled"	"The duel between %initiator% and %target% has been cancelled."
"TF_Duel_Medal_Bronze"	"Bronze-duelemblem"
"[english]TF_Duel_Medal_Bronze"	"Bronze Dueling Badge"
"TF_Duel_Medal_Silver"	"Sølv-duelemblem"
"[english]TF_Duel_Medal_Silver"	"Silver Dueling Badge"
"TF_Duel_Medal_Gold"	"Guld-duelemblem"
"[english]TF_Duel_Medal_Gold"	"Gold Dueling Badge"
"TF_Duel_Medal_Plat"	"Platin-duelemblem"
"[english]TF_Duel_Medal_Plat"	"Platinum Dueling Badge"
"TF_Duel_Medal_Bronze_Desc"	"Dette emblem sporer din duelstatistik.
Øg dets niveau ved at vinde flere dueller!"
"[english]TF_Duel_Medal_Bronze_Desc"	"This badge tracks your duel statistics.
Increase its level by winning more duels!"
"TF_Duel_Medal_Silver_Desc"	"Optjent på niveau 25.
Dette emblem sporer din duelstatistik.
Øg dets niveau ved at vinde flere dueller!"
"[english]TF_Duel_Medal_Silver_Desc"	"Earned at level 25.
This badge tracks your duel statistics.
Increase its level by winning more duels!"
"TF_Duel_Medal_Gold_Desc"	"Optjent på niveau 50.
Dette emblem sporer din duelstatistik.
Øg dets niveau ved at vinde flere dueller!"
"[english]TF_Duel_Medal_Gold_Desc"	"Earned at level 50.
This badge tracks your duel statistics.
Increase its level by winning more duels!"
"TF_Duel_Medal_Plat_Desc"	"Optjent på niveau 75.
Dette emblem sporer din duelstatistik.
Øg dets niveau ved at vinde flere dueller!"
"[english]TF_Duel_Medal_Plat_Desc"	"Earned at level 75.
This badge tracks your duel statistics.
Increase its level by winning more duels!"
"TF_Duel_Desc_Won"	"Sejre: %wins%
Vinderprocent: %ratio%%%
Seneste Duel: Du besejrede %last_target%
på %last_date%"
"[english]TF_Duel_Desc_Won"	"Wins: %wins%
Winning Percentage: %ratio%%%
Last Duel: You defeated %last_target%
on %last_date%"
"TF_Duel_Desc_Lost"	"Sejre: %wins%
Vinderprocent: %ratio%%%
Seneste Duel: Du tabte til %last_target%
på %last_date%"
"[english]TF_Duel_Desc_Lost"	"Wins: %wins%
Winning Percentage: %ratio%%%
Last Duel: You lost to %last_target%
on %last_date%"
"TF_Duel_Desc_Tied"	"Sejre: %wins%
Vinderprocent: %ratio%%%
Seneste Duel: Du duellerede uafgjort med %last_target%
på %last_date%"
"[english]TF_Duel_Desc_Tied"	"Wins: %wins%
Winning Percentage: %ratio%%%
Last Duel: You tied with %last_target%
on %last_date%"
"TF_DuelDialog_Title"	"Udfordr til duel"
"[english]TF_DuelDialog_Title"	"Challenge to a Duel"
"TF_StoreBundle"	"Bundt af genstande"
"[english]TF_StoreBundle"	"Item Bundle"
"TF_Bundle_Polycount"	"Polycount-pakke"
"[english]TF_Bundle_Polycount"	"Polycount Pack"
"TF_Bundle_Polycount_Desc"	"Indeholder alle vinderbidrag i Polycount Contest:"
"[english]TF_Bundle_Polycount_Desc"	"Includes all the Polycount Contest winning entries:"
"TF_Bundle_PolycountPyro"	"Benzinjockeyens udstyr"
"[english]TF_Bundle_PolycountPyro"	"The Gas Jockey's Gear"
"TF_Bundle_PolycountPyro_Desc"	"Indeholder alle Polycount Pyro-genstandene:"
"[english]TF_Bundle_PolycountPyro_Desc"	"Includes all the Polycount Pyro Items:"
"TF_Bundle_PolycountSpy"	"Spionen fra Sahara"
"[english]TF_Bundle_PolycountSpy"	"The Saharan Spy"
"TF_Bundle_PolycountSpy_Desc"	"Indeholder alle Polycount Spy-genstandene:"
"[english]TF_Bundle_PolycountSpy_Desc"	"Includes all the Polycount Spy Items:"
"TF_Bundle_PolycountSoldier"	"Kampvogns-ødelæggeren"
"[english]TF_Bundle_PolycountSoldier"	"The Tank Buster"
"TF_Bundle_PolycountSoldier_Desc"	"Indeholder alle Polycount Soldier-genstandene:"
"[english]TF_Bundle_PolycountSoldier_Desc"	"Includes all the Polycount Soldier Items:"
"TF_Bundle_PolycountSniper"	"Croc-o-Style-sættet"
"[english]TF_Bundle_PolycountSniper"	"The Croc-o-Style Kit"
"TF_Bundle_PolycountSniper_Desc"	"Indeholder alle Polycount Sniper-genstandene:"
"[english]TF_Bundle_PolycountSniper_Desc"	"Includes all the Polycount Sniper Items:"
"TF_Bundle_PolycountScout"	"Den særlige levering"
"[english]TF_Bundle_PolycountScout"	"The Special Delivery"
"TF_Bundle_PolycountScout_Desc"	"Indeholder alle Polycount Scout-genstandene:"
"[english]TF_Bundle_PolycountScout_Desc"	"Includes all the Polycount Scout Items:"
"TF_Scout_Hat_1_Desc"	"Du vil banke tusind (kranier ind), når du ifører dig dette røde stykke plastik!"
"[english]TF_Scout_Hat_1_Desc"	"You'll be batting a thousand (skulls in) when you don this red piece of plastic!"
"TF_Sniper_Hat_1_Desc"	"Ethvert fjols kan trække tænder ud af en død krokodille.
Det kræver en mand at trække tænder ud af en levende."
"[english]TF_Sniper_Hat_1_Desc"	"Any old sap can pull teeth from a dead crocodile.
It takes a man to pull teeth from a live one."
"TF_Soldier_Hat_1_Desc"	"Denne hat støtter på ingen tænkelig måde hverken rygning eller spil."
"[english]TF_Soldier_Hat_1_Desc"	"This hat does not in any way, shape, or form, promote smoking or gambling."
"TF_Medic_Hat_1_Desc"	"Et fortidslevn fra en tidligere krig.
Din fjende får pointet."
"[english]TF_Medic_Hat_1_Desc"	"A relic from one war brought into another.
Your enemy will get the point."
"TF_Engineer_Hat_1_Desc"	"Til teknikere med gode ideer."
"[english]TF_Engineer_Hat_1_Desc"	"For Engineers with bright ideas."
"TF_Spy_Hat_1_Desc"	"Dette lækre, lille silkeforede mesterværk forvandler enhver knivamatør til den flotteste slyngel."
"[english]TF_Spy_Hat_1_Desc"	"This smooth, suave, silk-lined beauty can turn any amateur backstabber into a handsome rogue."
"TF_Engineer_Cowboy_Hat_Desc"	"Den ligner en cowboyhat, men dette moderne stykke ingeniørkunst indeholder reelt flere bevægelige dele end en Sentry Gun på niveau 2."
"[english]TF_Engineer_Cowboy_Hat_Desc"	"Though it looks like a simple ten-gallon hat, this modern feat of engineering actually contains more moving parts than a level 2 Sentry Gun."
"TF_Heavy_Ushanka_Hat_Desc"	"Denne hat er lavet af bjørnenæver.
Bjørnen blev dræbt med de bare næver."
"[english]TF_Heavy_Ushanka_Hat_Desc"	"This hat was made of bear hands.
That bear was killed with bare hands."
"TF_Heavy_Stocking_cap_Desc"	"Du er det sejeste uhyre på fortet, så der vil ikke være nogen, der kritiserer din smag."
"[english]TF_Heavy_Stocking_cap_Desc"	"Because when you're the toughest Mother Hubbard in the fort, nobody's criticizing your fashion sense."
"TF_Soldier_Pot_Hat_Desc"	"Beskytter kraniet mod kugler og granatsplinter.
Kan også lave kaffe."
"[english]TF_Soldier_Pot_Hat_Desc"	"Protects cranium from bullets and shrapnel.
Also heats soup."
"TF_Soldier_Viking_Hat_Desc"	"Jeg sparkede din røv så hårdt, at den rejste tilbage i tiden og hentede denne VIKING HAT til mig."
"[english]TF_Soldier_Viking_Hat_Desc"	"I kicked your ass so hard it went back in time and got me this VIKING HAT."
"TF_Pyro_Chicken_Hat_Desc"	"Det er lige meget, om folk respekterer dig, hvis de brænder."
"[english]TF_Pyro_Chicken_Hat_Desc"	"It doesn't matter how much people respect you when they're on fire."
"TF_Spy_Camera_Beard_Desc"	"Du har da ikke noget imod, at jeg læser det her tophemmelige dokument med mit skæg, vel?"
"[english]TF_Spy_Camera_Beard_Desc"	"You wouldn't mind if I read this top secret document with my beard, would you?"
"TF_Medic_Mirror_Hat_Desc"	"Vi kan heller ikke udtale det."
"[english]TF_Medic_Mirror_Hat_Desc"	"We can't pronounce it either."
"TF_Scout_Bonk_Helmet_Desc"	"Når man drikker, så er én radioaktiv drik  ad gangen ikke nok."
"[english]TF_Scout_Bonk_Helmet_Desc"	"When drinking one radioactive beverage at a time is not enough."
"TF_Scout_Newsboy_Cap_Desc"	"Ekstra! Ekstra! Du er stendød!"
"[english]TF_Scout_Newsboy_Cap_Desc"	"Extra! Extra! You're frickin' dead!"
"TF_Spy_Derby_Hat_Desc"	"Bruges, når du ville ønske, at dit hoved var lidt højere,
 men lige så rundt på toppen."
"[english]TF_Spy_Derby_Hat_Desc"	"For when you wish your head was a little taller,
but just as round on top."
"TF_Sniper_Straw_Hat_Desc"	"Denne nydelige og effektive hat tager du på, når du skal aflive alle på din vej."
"[english]TF_Sniper_Straw_Hat_Desc"	"A polite, efficient hat to wear when killing everyone you meet."
"TF_Sniper_Jarate_Headband_Desc"	"Kun en mester i Jarate optjener retten til at bære denne en gang hvide bandanna, som er blevet gul gennem udøvelse af hård træning."
"[english]TF_Sniper_Jarate_Headband_Desc"	"Only a master of Jarate earns the right to wear this once-white bandanna, stained yellow from the rigors of a harsh training regimen."
"TF_Hatless_Scout_Desc"	"Alle ved, at hastigheden er en Scouts bedste ven. Hvorfor tynge dig med klodsede hatte, når du kan bryde lydmuren uden?"
"[english]TF_Hatless_Scout_Desc"	"Everyone knows that speed is a Scout’s best friend. Why weigh yourself down with bulky hats when you can break the sound barrier without them?"
"TF_Hatless_Sniper_Desc"	"Hans kugle var tæt på.
Jeg tabte hatten.
Min kugle var tættere på.
Han tabte hovedet."
"[english]TF_Hatless_Sniper_Desc"	"His bullet was close.
I lost my hat.
My bullet was closer.
He lost his head."
"TF_Hatless_Engineer_Desc"	"Nogle gange har man bare brug for lidt mindre hat."
"[english]TF_Hatless_Engineer_Desc"	"Sometimes you just need a little less hat."
"TF_HonestyHalo_Desc"	"Nogle vil gøre hvad som helst for at få en hat. Du var målrettet og ubestikkelig i din søgen efter hovedpynt. Det bliver du nu belønnet for."
"[english]TF_HonestyHalo_Desc"	"Though some would stop at nothing to achieve hats, you remained resolute and incorruptible in your quest for head decorations. For that, you have been rewarded."
"TF_Halloween_Hat_Desc"	"Brunt papir har aldrig set så forholdsvis foruroligende ud."
"[english]TF_Halloween_Hat_Desc"	"Brown paper never looked so mildly disturbing."
"TF_L4DHat_Desc"	"Left 4 You."
"[english]TF_L4DHat_Desc"	"Left 4 You."
"TF_ToweringPillar_Hat_Desc"	"A-ha-ha! Du er lige så OVERMODIG som du er FATTIG og IRSK. Besku storheden i mit TÅRN af HATTE."
"[english]TF_ToweringPillar_Hat_Desc"	"A-ha-ha! You are as PRESUMPTUOUS as you are POOR and IRISH. Tarnish notte the majesty of my TOWER of HATS."
"TF_NobleAmassment_Hat_Desc"	"Til herren, der mener, at selv hans hat fortjener en hat."
"[english]TF_NobleAmassment_Hat_Desc"	"For the Gentleman who believes even his hat deserves a hat."
"TF_ModestPile_Hat_Desc"	"Fordi en gentleman ikke er noget uden en."
"[english]TF_ModestPile_Hat_Desc"	"Because a Gentleman is not one without one."
"TF_MedicMask_Desc"	"Skrub løs... nu begynder det at blive rodet."
"[english]TF_MedicMask_Desc"	"Scrub in... things are about to get messy."
"TF_HeavyHair_Desc"	"Dine modstandere vil blive rystet ved synet af de fede solbriller og huen."
"[english]TF_HeavyHair_Desc"	"Your opponents will be all shook up when they see these sweet shades and coif."
"TF_SpyNobleHair_Desc"	"Man siger, at retfærdigheden er blind. Men man glemmer at fortælle, at retfærdigheden også er usynlig og i øvrigt mindre interesseret i retfærdighed end i mord."
"[english]TF_SpyNobleHair_Desc"	"They say justice is blind. What they don't tell you is that justice is also invisible, and also less interested in justice than murder."
"TF_EngineerWeldingMask_Desc"	"Gør solen skamfuld med stråler af ild, mens UV-strålerne preller uskyldigt af på dine øjne."
"[english]TF_EngineerWeldingMask_Desc"	"Mock the sun with streaks of flame as the UV rays bounce harmlessly away from your eyeballs."
"TF_ScoutBeanie_Desc"	"Helt ude af kontrolpunkt."
"[english]TF_ScoutBeanie_Desc"	"Straight outta control point."
"TF_PyroBrainSucker_Desc"	"I det mindste beder han dig stadig om at brænde ting."
"[english]TF_PyroBrainSucker_Desc"	"At least he's still telling you to burn things."
"TF_SoldierSamurai_Desc"	"Et Haiku til krig.
At besejre fjenderne.
Æret være krabben."
"[english]TF_SoldierSamurai_Desc"	"A Haiku for war.
To defeat one's enemies.
Honor the crocket."
"TF_SniperPithHelmet_Desc"	"Perfekt til udforskning af ødemarken og indersiden af folks hoveder."
"[english]TF_SniperPithHelmet_Desc"	"Perfect for exploring the outback and the inside of people's heads."
"TF_ScoutWhoopee_Desc"	"Man skal være tungnem for ikke at indse, at denne kasket er højeste mode til den kræsne ungdom."
"[english]TF_ScoutWhoopee_Desc"	"You'd have to be a jughead not to realize this cap is the pinnacle of fashion for the discerning youth."
"TF_Worms_Gear"	"Lumbricus-låg"
"[english]TF_Worms_Gear"	"Lumbricus Lid"
"TF_PyroMonocle_Desc"	"Det mest udsøgte, selvklæbende og brandhæmmende skæg til den kræsne storbrandsherre."
"[english]TF_PyroMonocle_Desc"	"The most distinguished tape-on fire-retardant facial hair available, for the discerning gentleman of conflagration."
"TF_EngineerEarmuffs_Desc"	"Det bliver svært at beregne det samlede drejningsmoment påført kroppens rotationsbevægelse gennem dens momentane momentvektor med de distraherende lyde af død og ødelæggelse omkring dig. Lav en bedre og mere sikker maskine med stilheden fra Safe'n'sound!"
"[english]TF_EngineerEarmuffs_Desc"	"It gets difficult trying to calculate the total external applied torque to a body's rotational motion through its moment of momentum vector while the distracting sounds of gunfire and death are all around you. Build a better, safer machine with the silence of the Safe'n'sound!"
"TF_DemomanTricorne_Desc"	"Tre skarpe hjørner giver en skarp hat.
Lad være med at stikke øjet ud."
"[english]TF_DemomanTricorne_Desc"	"Three sharp corners mean one sharp hat.
Don't poke your eye out."
"TF_SpyBeret_Desc"	"Fordi ægte spionage er en kunstart."
"[english]TF_SpyBeret_Desc"	"Because real espionage is an artform."
"TF_SniperFishingHat_Desc"	"Ude at Snipe."
"[english]TF_SniperFishingHat_Desc"	"Gone Snipin'."
"TF_PyroHelm_Desc"	"Pyro bærer dette som en hyldest til de mange brandfolk, der er omkommet i forsøget på at slukke hans ild."
"[english]TF_PyroHelm_Desc"	"Pyro wears this in tribute to the many firefighters who have perished trying to quell his flames."
"TF_SoldierDrillHat_Desc"	"Denne hat er en praktisk erstatning for blasfemisk råben, når man ikke har lyst til at skrige sig hæs."
"[english]TF_SoldierDrillHat_Desc"	"This hat is a handy replacement for profanity-filled ranting when you don't feel like shouting yourself hoarse."
"TF_MedicGatsby_Desc"	"Selvom den mangler andre hattes særpræg, så har Gatsby ikke desto mindre sin egen udsøgte elegance. Dens diskrete og imødekommende charme appellerer til enhver, uanset om man går golf med vennerne eller udøver grovkirurgi med en velslebet bensav."
"[english]TF_MedicGatsby_Desc"	"While lacking the cachet of other hats, the Gatsby nonetheless possesses its own sartorial elegance. Its understated and affable charm appeals to everyone, whether playing a round of golf with friends or performing non-elective surgery with a well-polished bonesaw."
"TF_HeavyDorag_Desc"	"Det koster 400.000 $ at bære denne bandanna i 12 sekunder."
"[english]TF_HeavyDorag_Desc"	"It costs $400,000 to wear this bandanna for 12 seconds."
"TF_Parasite_Hat_Desc"	"Denne søde lille fyr var i svunden tid og sted menneskehedens svøbe. Nu gør det ham lykkelig at sidde på dit hoved og holde solen væk."
