"lang"
{
"Language"	"tchinese"
"Tip_2_11"	"身為 Scout，請使用罐子熄滅自己和隊友身上的火焰。"
"[english]Tip_2_11"	"As a Sniper, use Jarate to douse flames on yourself and on teammates."
"Tip_2_12"	"Sniper 如果打中被罐子弄濕的敵人，所有傷害都有小爆擊效果。"
"[english]Tip_2_12"	"As a Sniper, all hits on enemies who have been doused with Jarate are minicrits."
"Tip_2_13"	"Sniper 使用部落刺刀擊中敵人時，敵人會流血，這用來追蹤 Spy 相當實用。"
"[english]Tip_2_13"	"As a Sniper, the Tribalman's Shiv causes a bleed on hit.  This can be useful for tracking down Spies."
"Tip_3_5"	"在設定期間傷害自己不會增加 Medic 的 ÜberCharge 率。"
"[english]Tip_3_5"	"Damaging yourself during Setup time does not increase your Medic's ÜberCharge rate."
"Tip_3_6"	"Soldier 可以利用蹲跳增加火箭跳躍的高度！"
"[english]Tip_3_6"	"As a Soldier, a crouch-jump will increase your rocket jump height!"
"Tip_3_7"	"Soldier 可以切換到霰彈槍對付貼身的敵人，以免傷到自己。"
"[english]Tip_3_7"	"As a Soldier, switch to shotgun for enemies at extremely close range to avoid damaging yourself."
"Tip_3_8"	"Soldier 如果和 Medic 搭檔，請善用機會讓自己受傷，可以更快建造 ÜberCharge！"
"[english]Tip_3_8"	"As a Soldier, if you're paired with a Medic take advantage of safe opportunities to damage yourself to build ÜberCharge faster!"
"Tip_3_9"	"Soldier 可以使用火箭炸飛向自己衝來的目標。"
"[english]Tip_3_9"	"As a Soldier, you can use your rockets to pop enemies into the air."
"Tip_3_10"	"Soldier 如果需要替火箭發射器裝填彈藥，在戰鬥中使用霰彈槍會是個好選擇。"
"[english]Tip_3_10"	"As a Soldier, your shotgun can be useful in combat if you need to reload your rocket launcher."
"Tip_3_11"	"身為 Soldier 時，將火箭的發射角度稍微朝向自己後方，可以讓自己的推進速度更快！"
"[english]Tip_3_11"	"As a Soldier, angle your rockets slightly behind you to propel yourself forward faster!"
"Tip_3_12"	"Soldier 使用 Direct Hit 火箭的爆破半徑非常小，請直接瞄準敵人以製造最大傷害。"
"[english]Tip_3_12"	"As a Soldier, the Direct Hit rockets have a very small blast radius.  Aim directly at your enemies to maximize damage."
"Tip_3_13"	"Soldier 如果死亡，暗黃旗幟的狂熱值會重設，因此請在推進或逃脫時善用憤怒值。"
"[english]Tip_3_13"	"As a Soldier, the Buff Banner's rage meter will reset if you die. Don't be afraid to use it for yourself to make a push or escape!"
"Tip_3_14"	"Soldier 的暗黃旗幟一旦充滿啟動後，能為自己及附近所有隊友提供小爆擊效果。"
"[english]Tip_3_14"	"As a Soldier, the Buff Banner, once charged and then activated, provides mini-crits for you and all teammates nearby."
"Tip_3_15"	"Soldier 生命值過低時，十字鎬會提供速度加乘效果，因此 Soldier 可以善用這點迅速逃脫險境。"
"[english]Tip_3_15"	"As a Soldier, the Equalizer's speed bonus when at low health can also be used to quickly escape."
"Tip_3_16"	"Soldier 的生命值非常低時，十字鎬可造成巨大傷害。"
"[english]Tip_3_16"	"As a Soldier, the Equalizer does a lot of damage when you are at very low health."
"Tip_3_17"	"如果 Soldier 丟掉十字鎬，Medics 便無法為 Soldier 治療，或對 Soldier 啟動 ÜberCharge。"
"[english]Tip_3_17"	"As a Soldier, Medics cannot heal you or activate ÜberCharge on you if you have the Equalizer out."
"Tip_4_5"	"無論 Demoman 使用哪種武器，都能隨時引爆黏性炸彈。"
"[english]Tip_4_5"	"As a Demoman, detonate sticky bombs at any time regardless of which weapon you're currently using."
"Tip_4_6"	"Demoman 使用黏性炸彈跳躍時，在空中蹲下可以跳到最高高度。"
"[english]Tip_4_6"	"As a Demoman, crouch in the air when jumping for a sticky bomb jump to achieve maximum height."
"Tip_4_7"	"Demoman 可以利用特定角度做出黏性炸彈跳躍，將自己推往某個方向，而非只是向上跳。"
"[english]Tip_4_7"	"As a Demoman, sticky bomb jump at an angle to propel yourself in a certain direction rather than just up."
"Tip_4_8"	"Demoman 與敵人正面對決時請使用榴彈發射器。除非手榴彈先落地，否則手榴彈一碰到敵人就會立即引爆。"
"[english]Tip_4_8"	"As a Demoman, use your grenade launcher for direct combat. Grenades detonate upon impact with an enemy unless they touch the ground first."
"Tip_4_9"	"Demoman 的瓶子不管有沒有打碎，造成的傷害都一樣。"
"[english]Tip_4_9"	"As a Demoman, your bottle does the same amount of damage whether it is smashed open or not."
"Tip_4_10"	"使用任何需要子彈的武器射擊黏性炸彈，即可摧毀黏性炸彈。爆炸效果無法摧毀黏性炸彈，但可以將黏性炸彈彈開。"
"[english]Tip_4_10"	"Sticky bombs can be destroyed by shooting at them with any weapon that uses bullets. Explosions won't destroy them, but will knock them out of the way."
"Tip_4_11"	"你可以撿起黏性炸彈的碎片，每個碎片都可以讓彈藥或金屬數量加 1。"
"[english]Tip_4_11"	"As a Demoman, the Scottish Resistance is great for defense.  Place multiple sticky bomb groups to defend a lot of territory.  Your sticky bombs also destroy enemy sticky bombs!"
"Tip_4_12"	"Demoman 的 Scottish Resistance 是防守利器。到處擺黏性炸彈可以防禦大片領土。黏性炸彈也可以摧毀敵方的黏性炸彈！"
"[english]Tip_4_12"	"As a Demoman with the Scottish Resistance, keep a line of sight to your sticky bombs so you can detonate them when needed."
"Tip_4_13"	"Demoman 使用 Scottish Resistance 時，視線請勿離開黏性炸彈，以便需要時引爆。"
"[english]Tip_4_13"	"As a Demoman, the Chargin' Targe's explosive and fire damage resistance in addition to its charge ability compliment the Eyelander's lower max health and inability to cause random critical hits."
"Tip_4_14"	"Demoman 使用 Chargin' Targe 時，Chargin' Targe 的爆炸及火力傷害防禦力再加上衝鋒能力，可彌補 Eyelander 最大生命值較低，且無法引發隨機爆擊的缺點。"
"[english]Tip_4_14"	"As a Demoman, the Chargin' Targe's charge ability doesn't grant a critical hit until near the end of the charge.  Your weapon will glow when the time is right!"
"Tip_4_15"	"Demoman 使用 Chargin' Targe 時，Chargin' Targe 只會在衝鋒尾段時產生爆擊。你的武器將會在適當時機發光發熱！"
"[english]Tip_4_15"	"As a Demoman with the Chargin' Targe, you can't change direction during a charge. Try to line charges up with where an enemy will be rather than where an enemy is."
"Tip_4_16"	"Demoman 配備 Chargin' Targe 時，無法在衝鋒期間改變方向。請試著往敵人即將前往的方向衝鋒，而非衝向敵人目前的位置。"
"[english]Tip_4_16"	"As a Demoman, the Chargin' Targe's charge ability is also perfect for quick getaways!"
"Tip_4_17"	"Demoman 也可以利用 Chargin' Targe 的衝鋒能力迅速脫困！"
"[english]Tip_4_17"	"As a Demoman, your Bottle has no negative attributes compared to the minus 25 health on the Eyelander.  Use your Bottle if survival is a priority."
"Tip_4_18"	"Demoman 使用瓶子時不會有負面作用，不像使用 Eyelander 時會降低 25 點生命值。遇上關鍵存亡之際，請使用瓶子。"
"[english]Tip_4_18"	"As a Demoman, collect heads by killing enemies with the Eyelander.  Each head increases your maximum health as well as gives you a speed boost!"
"Tip_5_6"	"Medic 可以利用設定時間以最高效率建立 ÜberCharge。"
"[english]Tip_5_6"	"As a Medic, you build ÜberCharge at the maximum rate during setup time."
"Tip_5_7"	"Medic 無敵時無法佔領控制點。"
"[english]Tip_5_7"	"As a Medic, you cannot capture a Control Point while invulnerable."
"Tip_5_8"	"Medic 可以在回合開始時治療 Soldier 和 Demomen，如此一來他們可以利用額外的生命值，以火箭跳躍或黏性炸彈跳躍穿越地圖。"
"[english]Tip_5_8"	"As a Medic, heal Soldiers and Demomen at the beginning of rounds so they can use the extra health to rocket or sticky jump across the map."
"Tip_5_9"	"即使沒有治療目標，Medic 也可以使用 ÜberCharge 在緊急狀況下自救。"
"[english]Tip_5_9"	"As a Medic, you can ÜberCharge without a heal target to save yourself in dire situations."
"Tip_5_10"	"Medic 最好趁早使用 ÜberCharge，免得被殺後失去 ÜberCharge。"
"[english]Tip_5_10"	"As a Medic, it's better to use an ÜberCharge too early than lose it by being killed."
"Tip_5_11"	"Medic 可以使用 "
"[english]Tip_5_11"	"As a Medic, mess with the enemy by using the \"ÜberCharge ready!\" voice command to pretend you have an ÜberCharge prepared."
"Tip_5_12"	"Medic 可以讓數個目標保持在過量治療，讓他們可以承受更多傷害。"
"[english]Tip_5_12"	"As a Medic, you can keep multiple targets overhealed allowing them to absorb more damage."
"Tip_5_13"	"Medic 的骨鋸揮舞速度比 Übersaw 快 20%%。防守時 ÜberCharge 不如骨鋸重要，請使用骨鋸防守。"
"[english]Tip_5_13"	"As a Medic, your bonesaw swings 20%% faster than the Übersaw. Use the bonesaw in defensive situations where ÜberCharge isn't as important."
"Tip_5_14"	"身為 Medic 請記住，注射槍的射線呈拋物線。請瞄準比目標稍高的位置，才能成功命中。"
"[english]Tip_5_14"	"As a Medic, remember that syringes travel in arcs. Aim higher than your intended target to land successful hits."
"Tip_5_15"	"身為 Medic 請記住，爆擊對步哨防禦槍無效。在玩家眾多的區域，請使用 Kritzkrieg 代替。"
"[english]Tip_5_15"	"As a Medic, remember that critical hits have no effect on sentry guns. Use the Kritzkrieg in areas full of players instead."
"Tip_5_16"	"身為 Medic，如果打中的敵人是正在使用 Bonk！原子擊的 Scout，Übersaw 還是可以為你增加 ÜberCharge。"
"[english]Tip_5_16"	"As a Medic, the Übersaw will still gain you ÜberCharge if the enemy being hit is a Scout phasing with Bonk! Atomic Punch."
"Tip_5_17"	"Medic 使用 ÜberCharge 進入無敵狀態時，不代表不會受傷。請小心 Pyro 的氣爆及爆炸反彈。"
"[english]Tip_5_17"	"As a Medic, using ÜberCharge to be invulnerable to damage does not mean you are free from harm. Watch out for Pyro air blasts and explosive knock back."
"Tip_5_18"	"Medic 使用 ÜberCharge 攻擊時，請盡量靠近步哨，如此一來隊友才能靠近並摧毀步哨。"
"[english]Tip_5_18"	"As a Medic, when attacking with an ÜberCharge try to get as close to sentries as possible so your teammates can get close enough to destroy them."
"Tip_5_19"	"Medic 的預設注射槍會隨著時間自動治療 Medic，每秒治療 3 點生命值，Blutsauger 每秒則是治療 1 點生命值。"
"[english]Tip_5_19"	"As a Medic, your default syringe gun automatically heals you over time by 3 health per second compared to the Blutsauger's 1 health per second."
"Tip_5_20"	"Medic 使用 Ubersaw 時，如果擊中的敵人是偽裝的 Spy，則無法獲得 ÜberCharge。"
"[english]Tip_5_20"	"As a Medic, the Ubersaw will not gain you ÜberCharge if the enemy being hit is a disguised Spy."
"Tip_5_21"	"Medic 使用 Kritzkrieg 的嘲笑技能可以治療 10 點生命值。如果附近沒有急救包或其他 Medic，請使用 Kritzkrieg 的嘲笑技能。"
"[english]Tip_5_21"	"As a Medic, the Kritzkrieg's taunt heals 10 health. Use it when there are no health kits or other Medics nearby."
"Tip_5_22"	"Medic 要注意隊上的其他 Medic。設法讓多名 Medic 活著，就能提高其餘隊員存活的機率。"
"[english]Tip_5_22"	"As a Medic, pay attention to other Medics on your team. Keeping multiple Medics alive will help keep the rest of the team alive too."
"Tip_6_5"	"Heavy 的三明治是救命仙丹。請先找到安全地點再吃三明治，否則可能會被敵人粗暴打斷。"
"[english]Tip_6_5"	"As a Heavy, your Sandvich can be a life saver. Try to find a safe place before eating your Sandvich or you may be rudely interrupted."
"Tip_6_6"	"Heavy 是隊上生命值最高的兵種。"
"[english]Tip_6_6"	"As a Heavy, you have the most health on your team."
"Tip_6_7"	"Heavy 在空中將格林機槍往上轉時不會喪失動量。請利用這一點在轉角奇襲敵人。"
"[english]Tip_6_7"	"As a Heavy, you don't lose momentum while spinning up your minigun in the air. Use this to surprise enemies around corners."
"Tip_6_8"	"Heavy 可以使用三明治治療自己！按 %attack2% 可將三明治丟到地上，讓我方玩家可以撿起來補充生命值。別擔心，三明治用盤子裝著，不會弄髒。"
"[english]Tip_6_8"	"As a Heavy, use your Sandvich to heal up!  Use %attack2% to throw it on the ground for friendly players to pick up as health.  Don't worry, it comes with a plate to keep it clean."
"Tip_6_9"	"Heavy 赤手空拳的揮舞速度，比戴上致命拳擊手套的速度快 20%%。吃三明治時搭配使用可以迅速了結打擾你吃午餐的人。"
"[english]Tip_6_9"	"As a Heavy, your fists swing 20%% faster than the Killing Gloves of Boxing. Equip them with the Sandvich to quickly dispatch lunchtime attackers."
"Tip_6_10"	"Heavy 快速移動時可以使用殺殺格林機槍，確保其位於友軍或步哨防禦槍的射程範圍內。"
"[english]Tip_6_10"	"As a Heavy, the Sandvich can be dropped by hitting %attack2%. A dropped Sandvich can heal a teammate 50%% of their maximum health."
"Tip_6_11"	"身為 Heavy 時，按 可以丟下三明治。丟下的三明治可以恢復隊友最大生命值的 50%。"
"[english]Tip_6_11"	"As a Heavy, be sure to get another Sandvich if you drop yours. Sandviches can be replenished from health kits, but only if your current health is full."
"Tip_6_12"	"Heavy 如果丟掉一個三明治，記得要補充新三明治。三明治可以從急救包補充，但前提是目前的生命值要全滿。"
"[english]Tip_6_12"	"As a Heavy, your minigun's spin-up can waste the Killing Gloves of Boxing's 5-second critical buff. Carry your shotgun with the K.G.B. to maximize the critical boost!"
"Tip_6_13"	"Heavy 將格林機槍往上轉，會浪費致命拳擊手套的 5 秒爆擊。戴著 K.G.B. 使用霰彈槍可徹底促進爆擊效果！"
"[english]Tip_6_13"	"As a Heavy, the Sandvich can be dropped by hitting %attack2% and can extinguish burning teammates. Use this to save your Medic."
"Tip_7_7"	"Pyro 的火焰噴射器可以讓偽裝成隊友的 Spy 著火。快檢查一下形跡可疑的隊友！"
"[english]Tip_7_7"	"As a Pyro, your flame thrower can ignite enemy Spies disguised as your team.  Spy check teammates that act suspicious!"
"Tip_7_8"	"Pyro 可以藉由讓敵人著火來發揮火斧的加成傷害。"
"[english]Tip_7_8"	"As a Pyro, utilize the bonus damage on the Axtinguisher by igniting your foes."
"Tip_7_9"	"Pyro 可以將黏性炸彈推掉，並檢查是否有 Spy，以協助保護 Engineer 的步哨。"
"[english]Tip_7_9"	"As a Pyro, help protect an Engineer's sentries by pushing away sticky bombs and checking for Spies."
"Tip_7_10"	"Pyro 可以使用 %attack2% 讓火焰噴射器產生壓縮氣爆，將 Medic 或他的治療目標推到彼此的治療範圍外，即可抵銷 ÜberCharge。"
"[english]Tip_7_10"	"As a Pyro, you can neutralize an ÜberCharge by pushing the Medic or his heal target out of range of each other using the Flame Thrower's compression blast with %attack2%!"
"Tip_7_11"	"Pyro 可以使用 %attack2% 讓火焰噴射器產生壓縮氣爆，將敵人推開。"
"[english]Tip_7_11"	"As a Pyro, push enemies out of your way using the flame thrower's compression blast with %attack2%."
"Tip_7_12"	"Pyro 使用火焰噴射器的壓縮氣爆 (%attack2%)，可以幫助著火的隊友滅火。"
"[english]Tip_7_12"	"As a Pyro, the flame thrower's compression blast %attack2% can extinguish burning teammates."
"Tip_7_13"	"Pyro 不會著火。如果要對付敵方 Pyro，請使用霰彈槍或消防斧。"
"[english]Tip_7_13"	"As a Pyro, you do not ignite from fire.  Use your shotgun or fire axe against enemy Pyros to counter this."
"Tip_7_14"	"Pyro 如果要伏擊敵人，背後火焰噴射器是更好的選擇，因為從背後攻擊時可以造成加成傷害！"
"[english]Tip_7_14"	"As a Pyro, the Backburner is more useful for ambushing the enemy as it gets bonus damage when attacking from behind!"
"Tip_7_15"	"Pyro 如果拿著信號槍對著中長距離已經著火的敵人開火，會有小爆擊效果。"
"[english]Tip_7_15"	"As a Pyro, the Flare Gun can do mini-crits if fired at enemies who are already burning if hit at medium to long range."
"Tip_7_16"	"Pyro 的火焰噴射器或信號槍無法在水中使用。"
"[english]Tip_7_16"	"As a Pyro, your flame thrower or Flare Gun will not work underwater."
"Tip_7_17"	"Pyro 使用火焰噴射器時，按 %attack2% 可以釋放壓縮氣爆。利用壓縮氣爆可以反彈來襲的彈頭、幫助著火的隊友滅火，還能推回敵人！"
"[english]Tip_7_17"	"As a Pyro, hit %attack2% with your default flame thrower to let out a blast of compressed air. Use it to reflect incoming projectiles, put out burning teammates, and push enemies back!"
"Tip_7_18"	"Pyro 對己方 Sniper 使用火焰噴射器時，可以點燃 Sniper 的獵槍箭。燃燒的箭會讓敵人著火。"
"[english]Tip_7_18"	"As a Pyro, use your flame thrower on friendly Snipers to light their Huntsman arrows on fire. Flaming arrows can ignite the enemy."
"Tip_7_19"	"Pyro 可以使用 %attack2% 將彈頭反彈回敵人陣營。彈頭包括火箭、手榴彈、罐子等。"
"[english]Tip_7_19"	"As a Pyro, use %attack2% to reflect projectiles back at the enemy team!  This includes rockets, grenades, Jarate, and more!"
"Tip_7_20"	"身為 Pyro 請記住，火焰噴射器的壓縮氣爆 %attack2% 會消耗大量彈藥，請在必要的時候才使用。"
"[english]Tip_7_20"	"As a Pyro, remember, the flame thrower's compression blast %attack2% can use up a lot of ammo.  Use it when you need to!"
"Tip_7_21"	"Pyro 可以利用火焰噴射器的壓縮氣爆 %attack2% 讓黏性炸彈偏向，請善用這一點協助己方 Engineer 或清空控制點！"
"[english]Tip_7_21"	"As a Pyro, utilize the flame thrower's compression blast %attack2% to push sticky bombs out of the way.  Help out your Engineers or clear a Control Point!"
"Tip_8_9"	"Spy 偽裝時請謹慎使用語音命令。敵隊會看到您的語音命令顯示在偽裝身分的文字聊天視窗中。"
"[english]Tip_8_9"	"As a Spy, be careful when using voice commands while disguised. The enemy team will see them said in the text chat by whoever you're disguised as."
"Tip_8_10"	"Spy 的 Ambassador 在冷卻時，即使命中頭部傷害也不大。請精確瞄準目標射擊，並抓準時機，以造成最大傷害。"
"[english]Tip_8_10"	"As a Spy, the Ambassador does not do critical headshots when cooling down. Make each shot precise and timed to maximize damage."
"Tip_8_11"	"Spy 配備送終者時，請試著不要被火焰擊中，否則火焰可能會再次擊中你，並洩漏你的位置。"
"[english]Tip_8_11"	"As a Spy, try not to be hit by flames when arming the Dead Ringer, or else the flames may hit you again and reveal your location."
"Tip_8_12"	"Spy 使用送終者隱形時，如果撞上敵人，Spy 的輪廓不會出現。"
"[english]Tip_8_12"	"As a Spy while cloaked with the Dead Ringer, your silhouette won't appear when colliding with enemies."
"Tip_8_13"	"Spy 在走動時，使用隱形與匕首可以重新隱形，只要你當時沒有隱形即可。"
"[english]Tip_8_13"	"As a Spy, the Cloak and Dagger can regenerate cloak while moving around so long as you are uncloaked when doing so."
"Tip_8_14"	"Spy 使用隱形手錶或送終者時，可以撿起彈藥和掉落的武器延長隱形時間。"
"[english]Tip_8_14"	"As a Spy, pick up ammo and fallen weapons to recharge cloak when using your invis watch or the Dead Ringer."
"Tip_8_15"	"Spy 只有在移動時，隱形與匕首的效果才會耗損。請站著不動或解除隱形，重新補回失去的隱形能量。"
"[english]Tip_8_15"	"As a Spy, the Cloak and Dagger will only drain if you are moving. Stand still or uncloak to regain lost charge."
"Tip_8_16"	"Spy 如果使用隱形與匕首隱形太久，而且到處走動，敵人就會看到你的輪廓。請找個安全地點坐下，重新補充隱形能量。"
"[english]Tip_8_16"	"As a Spy, your silhouette can be seen if you move around while cloaked with the Cloak and Dagger for too long. Find a safe spot to sit and recharge."
"Tip_8_17"	"Spy 使用送終者解除隱形時，會發出非常巨大聲響。請找個遠離敵人的安全地點，再解決隱形。"
"[english]Tip_8_17"	"As a Spy, the Dead Ringer makes a very loud noise when uncloaking. Find a safe place away from enemies to uncloak."
"Tip_8_18"	"扮演 Spy 時，按 %disguiseteam% 鍵可以偽裝成自己的隊友。請在我方區域或搭配送終者使用這項技能，讓敵人看不到你的真面目。"
"[english]Tip_8_18"	"As a Spy, disguise as your own team by hitting the %disguiseteam% key. Use this in friendly areas or with the Dead Ringer to hide your presence from the enemy."
"Tip_8_19"	"已經偽裝的 Spy 可以按 %lastdisguise%，變更偽裝身分持有的武器。"
"[english]Tip_8_19"	"As a Spy, hit %lastdisguise% while already disguised to change what weapon your disguise is holding."
"Tip_8_20"	"Spy 按 %lastdisguise% 可以自動偽裝成上一個偽裝的身分。"
"[english]Tip_8_20"	"As a Spy, hit %lastdisguise% to automatically disguise as the last disguise you previously had."
"Tip_8_21"	"Spy 偽裝時可以佔領敵方的傳送裝置。給對方個驚喜吧！"
"[english]Tip_8_21"	"As a Spy, you can take enemy teleporters while disguised.  Surprise!"
"Tip_8_22"	"Spy 如果在隱形時撞到敵人，會稍微現形。"
"[english]Tip_8_22"	"As a Spy, bumping into enemies while cloaked makes you slightly visible to everyone."
"Tip_8_23"	"Spy 如果在隱形時著火，敵人會看到你，而且你無法重新隱形！"
"[english]Tip_8_23"	"As a Spy, if you're set on fire while cloaked, the enemy can see you and you cannot recloak!"
"Tip_8_24"	"Spy 可以使用左輪手槍解決生命值低的目標，或者解決近身危險性大的兵種，例如 Pyro。"
"[english]Tip_8_24"	"As a Spy, use your revolver to pick off targets that are low on health, or to deal with classes that are dangerous to get near, such as Pyros."
"Tip_8_25"	"Spy 的速度如果夠快，就能背刺 Engineer，並在 Engineer 的步哨防禦槍轉過來攻擊你之前，破壞步哨防禦槍。"
"[english]Tip_8_25"	"As a Spy, if you are quick, you can stab an Engineer and then sap his gun before it turns around and shoots you."
"Tip_8_26"	"Spy 如果使用送終者，則隱形時受到攻擊的傷害會大幅降低。"
"[english]Tip_8_26"	"As a Spy, The Dead Ringer makes you take significantly less damage from all attacks while you are invisible."
"Tip_8_27"	"Spy 須避免從高處落下受傷，因為這樣會洩漏你的位置！"
"[english]Tip_8_27"	"As a Spy, avoid taking fall damage; it will give away your location!"
"Tip_8_28"	"Spy 的 Sapper 可以破壞傳送裝置的兩端。請試著破壞沒有 Engineer 的這一端。"
"[english]Tip_8_28"	"As a Spy, your sappers sap both ends of a teleporter. Try sapping the end the Engineer isn't at."
"Tip_8_29"	"Spy 的送終者有裝死功能。只有虛弱的時候可以試試裝死，不然會假過頭，浪費這個功能。"
"[english]Tip_8_29"	"As a Spy, your Dead Ringer can fake a death. Try to use it when you're weak, or else it will be wasted or too obvious."
"Tip_8_30"	"Spy 幫手槍裝子彈時，可以模仿目前偽裝身分裝子彈的動作。"
"[english]Tip_8_30"	"As a Spy, reloading your revolver will mimic the reload action of your current disguise."
"Tip_8_31"	"Spy 著火時可以使用送終者滅火。"
"[english]Tip_8_31"	"As a Spy, use the Dead Ringer after being burned to extinguish the flames."
"Tip_9_7"	"身為 Engineer 時，請協助同隊的 Engineer！使用扳手可以讓同隊的 Engineer 的建築升級，或修理建築。"
"[english]Tip_9_7"	"As an Engineer, help your fellow Engineers!  Your wrench can upgrade or repair their buildings."
"Tip_9_8"	"Engineer 可以使用扳手敲打建造中的建築，讓建造速度加快。"
"[english]Tip_9_8"	"As an Engineer, hit your buildings with your wrench while they are constructing to make them build faster."
"Tip_9_9"	"Engineer 讓建築與隊友一起往前移動時，這會非常方便。"
"[english]Tip_9_9"	"As an Engineer, it can be useful to move your buildings forward with your team."
"Tip_9_10"	"Engineer 請記得升級建築。第 3 級的傳送裝置補充能源的速度將更為快速，可讓隊友持續向敵人施壓。"
"[english]Tip_9_10"	"As an Engineer, remember to upgrade your buildings.  Level 3 teleporters recharge much faster allowing your team to keep the pressure on."
"Tip_9_11"	"Engineer 可以使用扳手敲打傳送裝置的出入口，即可修理並升級傳送裝置兩端。"
"[english]Tip_9_11"	"As an Engineer, hit either the entrance or the exit of your teleporter with your wrench to repair and upgrade both sides."
"Tip_9_12"	"Engineer 按 %attack2% 可以旋轉建築藍圖，接著再按 %attack% 建造建築。請利用這點，讓傳送裝置不要面對牆。"
"[english]Tip_9_12"	"As an Engineer, hit %attack2% to rotate building blueprints before you hit %attack% to build. Use this to face teleporters away from walls."
"Tip_9_13"	"Engineer 除了維修建築外，還能做很多工作。使用霰彈槍和手槍可協助戰鬥及防守。"
"[english]Tip_9_13"	"As an Engineer, you can do more than just maintain your buildings. Use your shotgun and your pistol to assist in fights and to defend."
"Tip_9_14"	"Engineer 的步哨防禦槍功用不只限於防守。在隱蔽地點快速部署步哨防禦槍，可以協助進攻推進。"
"[english]Tip_9_14"	"As an Engineer, sentry guns aren't restricted to just defensive measures. Deploy them quickly in hidden locations to aid in an offensive push."
"Tip_9_15"	"身為 Engineer 時請記住，偽裝的 Spy 可以佔領您的傳送裝置。請盡量不要站在傳送裝置出口的上方。"
"[english]Tip_9_15"	"As an Engineer, remember that disguised Spies can take your teleporter. Try not to stand on top of your teleporter exit."
"Tip_9_16"	"身為 Engineer 時，若發現可疑的人士接近，請使用武器確認對方是否為 Spy。"
"[english]Tip_9_16"	"As an Engineer, check for Spies with your weapons if someone suspicious approaches."
"Tip_9_17"	"Engineer 可以使用霰彈槍及手槍來摧毀己方建築周圍的敵方黏性炸彈。"
"[english]Tip_9_17"	"As an Engineer, use your shotgun and pistol to destroy enemy sticky bombs placed near your buildings."
"TF_ClassRecord_Alt_MostPoints"	"分數"
"[english]TF_ClassRecord_Alt_MostPoints"	"point(s)"
"TF_ClassRecord_Alt_MostKills"	"殺敵數"
"[english]TF_ClassRecord_Alt_MostKills"	"kill(s)"
"TF_ClassRecord_Alt_MostAssists"	"助攻次數"
"[english]TF_ClassRecord_Alt_MostAssists"	"assist(s)"
"TF_ClassRecord_Alt_MostCaptures"	"佔領次數"
"[english]TF_ClassRecord_Alt_MostCaptures"	"capture(s)"
"TF_ClassRecord_Alt_MostDefenses"	"防守次數"
"[english]TF_ClassRecord_Alt_MostDefenses"	"defense(s)"
"TF_ClassRecord_Alt_MostDamage"	"傷害"
"[english]TF_ClassRecord_Alt_MostDamage"	"damage"
"TF_ClassRecord_Alt_MostDestruction"	"摧毀建築數"
"[english]TF_ClassRecord_Alt_MostDestruction"	"building(s) destroyed"
"TF_ClassRecord_Alt_MostDominations"	"壓制次數"
"[english]TF_ClassRecord_Alt_MostDominations"	"domination(s)"
"TF_ClassRecord_Alt_LongestLife"	"存活時間"
"[english]TF_ClassRecord_Alt_LongestLife"	"life time"
"TF_ClassRecord_Alt_MostHealing"	"治療"
"[english]TF_ClassRecord_Alt_MostHealing"	"healing"
"TF_ClassRecord_Alt_MostInvulns"	"ÜBERCHARGE"
"[english]TF_ClassRecord_Alt_MostInvulns"	"uber charge(s)"
"TF_ClassRecord_Alt_MostSentryKills"	"步哨殺敵數"
"[english]TF_ClassRecord_Alt_MostSentryKills"	"kill(s) by sentry"
"TF_ClassRecord_Alt_MostTeleports"	"使用傳送次數"
"[english]TF_ClassRecord_Alt_MostTeleports"	"teleport use(s)"
"TF_ClassRecord_Alt_MostHeadshots"	"爆頭次數"
"[english]TF_ClassRecord_Alt_MostHeadshots"	"headshot(s)"
"TF_ClassRecord_Alt_MostBackstabs"	"背刺次數"
"[english]TF_ClassRecord_Alt_MostBackstabs"	"backstab(s)"
"ConfirmTitle"	"你確定？"
"[english]ConfirmTitle"	"ARE YOU SURE?"
"ConfirmButtonText"	"繼續"
"[english]ConfirmButtonText"	"CONTINUE"
"WelcomeBack"	"%playername%，歡迎回來"
"[english]WelcomeBack"	"Welcome back, %playername%"
"ChallengeTitle"	"%challengeclass%"
"[english]ChallengeTitle"	"%challengeclass%"
"ChallengeSubText"	"為什麼不打他？"
"[english]ChallengeSubText"	"Why don't you give him a shot?"
"ChallengeSubTextB"	"為什麼不打她？"
"[english]ChallengeSubTextB"	"Why don't you give her a shot?"
"ChallengeRecord"	"挑戰記錄："
"[english]ChallengeRecord"	"Beat this:"
"ChallengeDetails"	"%s1 扮演 %s2"
"[english]ChallengeDetails"	"%s1 as a %s2"
"FriendsList"	"查看正在玩下列遊戲的所有 %friendsplaying% 位朋友"
"[english]FriendsList"	"See all %friendsplaying% friends playing"
"MMenu_StartPlaying"	"開始遊戲"
"[english]MMenu_StartPlaying"	"Start Playing"
"MMenu_ChangeServer"	"變更伺服器"
"[english]MMenu_ChangeServer"	"Change Server"
"MMenu_CharacterSetup"	"角色設定"
"[english]MMenu_CharacterSetup"	"Character Setup"
"MMenu_Achievements"	"成就與統計資料"
"[english]MMenu_Achievements"	"Achievements & Stats"
