"lang" 
{ 
"Language" "norwegian" 
"Tokens" 
{ 
// Teams
"TF_AutoAssign" 			"&1 AUTOMATISK TILORDNING"
"TF_DEMOMAN_ACHIEVE_PROGRESS1_DESC"		"Oppnå 5 av prestasjonene i Demoman-pakken."
"[english]TF_DEMOMAN_ACHIEVE_PROGRESS1_DESC"		"Achieve 5 of the achievements in the Demoman pack."
"TF_DEMOMAN_ACHIEVE_PROGRESS2_NAME"		"Demoman-milepæl 2"
"[english]TF_DEMOMAN_ACHIEVE_PROGRESS2_NAME"		"Demoman Milestone 2"
"TF_DEMOMAN_ACHIEVE_PROGRESS2_DESC"		"Oppnå 11 av prestasjonene i Demoman-pakken."
"[english]TF_DEMOMAN_ACHIEVE_PROGRESS2_DESC"		"Achieve 11 of the achievements in the Demoman pack."
"TF_DEMOMAN_ACHIEVE_PROGRESS3_NAME"		"Demoman-milepæl 3"
"[english]TF_DEMOMAN_ACHIEVE_PROGRESS3_NAME"		"Demoman Milestone 3"
"TF_DEMOMAN_ACHIEVE_PROGRESS3_DESC"		"Oppnå 17 av prestasjonene i Demoman-pakken."
"[english]TF_DEMOMAN_ACHIEVE_PROGRESS3_DESC"		"Achieve 17 of the achievements in the Demoman pack."

"round_info_header" 		"Kart for territoriekontroll"
"[english]round_info_header" 		"Territorial Control Map"

"Hydro_BLU_captured_Dam" 		"BLU har erobret dammen"
"[english]Hydro_BLU_captured_Dam" 		"BLU has captured the Dam"
"Hydro_BLU_captured_RadarDish" 	"BLU har erobret radarantennen"
"[english]Hydro_BLU_captured_RadarDish" 	"BLU has captured the Radar Dish"
"Hydro_BLU_captured_PowerPlant" "BLU har erobret kraftstasjonen"
"[english]Hydro_BLU_captured_PowerPlant" "BLU has captured the Power Plant"
"Hydro_BLU_captured_Warehouse" 	"BLU har erobret varehuset"
"[english]Hydro_BLU_captured_Warehouse" 	"BLU has captured the Warehouse"

"Hydro_RED_captured_Dam" 		"RED har erobret dammen"
"[english]Hydro_RED_captured_Dam" 		"RED has captured the Dam"
"Hydro_RED_captured_RadarDish" 	"RED har erobret radarantennen"
"[english]Hydro_RED_captured_RadarDish" 	"RED has captured the Radar Dish"
"Hydro_RED_captured_PowerPlant"	"RED har erobret kraftstasjonen"
"[english]Hydro_RED_captured_PowerPlant"	"RED has captured the Power Plant"
"Hydro_RED_captured_Warehouse" 	"RED har erobret varehuset"
"[english]Hydro_RED_captured_Warehouse" 	"RED has captured the Warehouse"

"Hydro_attack_Dam"			"Forbered angrep på dammen!"
"[english]Hydro_attack_Dam"			"Prepare to attack the Dam!"
"Hydro_attack_RadarDish"	"Forbered angrep på radarantennen!"
"[english]Hydro_attack_RadarDish"	"Prepare to attack the Radar Dish!"
"Hydro_attack_PowerPlant"	"Forbered angrep på kraftstasjonen!"
"[english]Hydro_attack_PowerPlant"	"Prepare to attack the Power Plant!"
"Hydro_attack_Warehouse"	"Forbered angrep på varehuset!"
"[english]Hydro_attack_Warehouse"	"Prepare to attack the Warehouse!"
"Hydro_attack_BLU_base"		"Forbered angrep på basen til BLU!"
"[english]Hydro_attack_BLU_base"		"Prepare to attack the BLU Base!"
"Hydro_attack_RED_base"		"Forbered angrep på basen til RED!"
"[english]Hydro_attack_RED_base"		"Prepare to attack the RED Base!"
"Hydro_defend_BLU_base"		"Forbered forsvar av basen til BLU!"
"[english]Hydro_defend_BLU_base"		"Prepare to defend the BLU Base!"
"Hydro_defend_RED_base"		"Forbered forsvar av basen til RED!"
"[english]Hydro_defend_RED_base"		"Prepare to defend the RED Base!"

// Chapter titles used for commentary loading
"GAMEUI_Commentary_Console_Explanation"	"Kommentarnoder inneholder kommentarer fra Valves utviklingsteam. Hvis du vil starte eller stoppe en node, må du sikte på et ballongikon og trykke på knappen for hovedsalven."
"[english]GAMEUI_Commentary_Console_Explanation"	"'Commentary nodes' contain commentary by the Valve development team. To start or stop a node, aim at any balloon icon and press your PRIMARY FIRE button."
"tf_Chapter1_Title"		"Hydro"
"[english]tf_Chapter1_Title"		"Hydro"
"tf_Chapter2_Title"		"Gravel Pit"
"[english]tf_Chapter2_Title"		"Gravel Pit"
"tf_Chapter3_Title"		"Brønn"
"[english]tf_Chapter3_Title"		"Well"
"tf_Chapter4_Title"		"Granary"
"[english]tf_Chapter4_Title"		"Granary"
"tf_Chapter5_Title"		"2Fort"
"[english]tf_Chapter5_Title"		"2Fort"
"tf_Chapter6_Title"		"Dustbowl"
"[english]tf_Chapter6_Title"		"Dustbowl"

// Strings used in materials
"TF_Battlements"		"Battlements"
"[english]TF_Battlements"		"Battlements"
"TF_ControlPoint"		"Kontrollpunkt"
"[english]TF_ControlPoint"		"Control Point"
"TF_CapturePoint"		"Erobringspunkt"
"[english]TF_CapturePoint"		"Capture Point"
"TF_CaptureZone"		"Erobringssone"
"[english]TF_CaptureZone"		"Capture Zone"
"TF_Resupply"			"Nye forsyninger"
"[english]TF_Resupply"			"Resupply"
"TF_Intelligence"		"Etterretning"
"[english]TF_Intelligence"		"Intelligence"
"TF_Exit"			"Utgang"
"[english]TF_Exit"			"Exit"

"Leaderboard_BestMoments"		"BESTE ØYEBLIKK"
"[english]Leaderboard_BestMoments"		"BEST MOMENTS"

"TF_Timelimit"			"Tid per kart (minutter)"
"[english]TF_Timelimit"			"Time per map (minutes)"
"TF_WinLimit"			"Grense for seier (poengsum)"
"[english]TF_WinLimit"			"Win limit (score)"
"TF_MaxRounds"			"Rundegrense (runder)"
"[english]TF_MaxRounds"			"Round limit (rounds)"

"TF_TeamCount"			"Andre spillere på laget ditt"
"[english]TF_TeamCount"			"Other players on your team"

"Cannot_Be_Spectator"			"Denne serveren tillater ikke tilskuere"
"[english]Cannot_Be_Spectator"			"This server does not allow spectating"

//----------------------------------------------------------------------------------------
// Items
"TF_Open_Charinfo"			"Åpne figurens oppakning"
"[english]TF_Open_Charinfo"			"Open Character Loadout"
"TF_Open_Charinfo_Backpack"	"Åpne ryggsekk"
"[english]TF_Open_Charinfo_Backpack"	"Open Backpack"
"TF_Quickswitch"			"Hurtigbytte av oppakning"
"[english]TF_Quickswitch"			"Loadout Quickswitch"

"Item"				"Vare"
"[english]Item"				"Item"
"SelectedItemNumber"		"#%selecteditem%"
"[english]SelectedItemNumber"		"#%selecteditem%"
"NewItemsAcquired"		"%numitems% NYE GJENSTANDER ANSKAFFET."
"[english]NewItemsAcquired"		"%numitems% NEW ITEMS ACQUIRED!"
"NewItemAcquired"		"NY GJENSTAND ANSKAFFET."
"[english]NewItemAcquired"		"NEW ITEM ACQUIRED!"
"NewItemsCrafted"		"%numitems% NYE GJENSTANDER ER KONSTRUERT."
"[english]NewItemsCrafted"		"%numitems% NEW ITEMS CRAFTED!"
"NewItemCrafted"		"NY GJENSTAND ER KONSTRUERT."
"[english]NewItemCrafted"		"NEW ITEM CRAFTED!"
"NextItem"				"VIS
NESTE >"
"[english]NextItem"				"VIEW
NEXT >"
"PreviousItem"			"VIS
< FORRIGE"
"[english]PreviousItem"			"VIEW
< PREV"
"CloseItemPanel"		"OK, GJENOPPTA SPILLING"
"[english]CloseItemPanel"		"OK, RESUME GAME"
"ChangeLoadout"			"UTSTYR DENNE GJENSTANDEN NÅ ..."
"[english]ChangeLoadout"			"EQUIP THIS ITEM NOW..."

"CharInfoAndSetup"		"INFORMASJON OG OPPSETT FOR FIGUR"
"[english]CharInfoAndSetup"		"CHARACTER INFO AND SETUP"
"Loadout"				"OPPAKNING"
"[english]Loadout"				"LOADOUT"
"Stats"					"STATISTIKK"
"[english]Stats"					"STATS"
"Achievements"			"PRESTASJONER"
"[english]Achievements"			"ACHIEVEMENTS"

"CharacterLoadout"		"FIGURENS OPPAKNING"
"[english]CharacterLoadout"		"CHARACTER LOADOUT"
"SelectClassLoadout"	"VELG EN KLASSE FOR Å ENDRE OPPAKNINGEN"
"[english]SelectClassLoadout"	"SELECT A CLASS TO MODIFY LOADOUT"
"NoSteamNoItems"		"OPPAKNINGEN ER IKKE TILGJENGELIG - KAN IKKE KOBLE TIL STEAM"
"[english]NoSteamNoItems"		"LOADOUT NOT AVAILABLE - COULD NOT CONNECT TO STEAM"
"LoadoutChangesUpdate"	"MERK: ENDRING AV OPPAKNING TRER I KRAFT VED GJENOPPLIVING."
"[english]LoadoutChangesUpdate"	"NOTE: LOADOUT CHANGES WILL TAKE EFFECT ON RESPAWN."
"EquipYourClass"		"UTSTYR DIN %loadoutclass%"
"[english]EquipYourClass"		"EQUIP YOUR %loadoutclass%"
"Equip"					"UTSTYR"
"[english]Equip"					"EQUIP"
"Keep"					"BEHOLD"
"[english]Keep"					"KEEP"
"ClassBeingEquipped"	"%loadoutclass%"
"[english]ClassBeingEquipped"	"%loadoutclass%"
"ChangeButton"			"ENDRE ..."
"[english]ChangeButton"			"CHANGE..."
"DoneButton"			"FERDIG!"
"[english]DoneButton"			"DONE!"
"EquipSelectedWeapon"	"UTSTYR MED VALGTE VÅPEN"
"[english]EquipSelectedWeapon"	"EQUIP SELECTED WEAPON"
"ItemSel_PRIMARY"		"- PRIMÆRVÅPEN"
"[english]ItemSel_PRIMARY"		"- PRIMARY WEAPON"
"ItemSel_SECONDARY"		"- SEKUNDÆRVÅPEN"
"[english]ItemSel_SECONDARY"		"- SECONDARY WEAPON"
"ItemSel_MELEE"			"- NÆRKAMPVÅPEN"
"[english]ItemSel_MELEE"			"- MELEE WEAPON"
"ItemSel_PDA"			"- PDA"
"[english]ItemSel_PDA"			"- PDA"
"ItemSel_ITEM1"			"- TILBEHØR"
"[english]ItemSel_ITEM1"			"- ACCESSORY"
"ItemSel_PRIMARY_MOD"		"– MODIFISERING AV PRIMÆRVÅPEN"
"[english]ItemSel_PRIMARY_MOD"		"- PRIMARY WEAPON MOD"
"ItemSel_HEAD"			"– HODEPLAGG"
"[english]ItemSel_HEAD"			"- HEADWEAR"
"ItemSel_MISC"			"– DIVERSE"
"[english]ItemSel_MISC"			"- MISC"
"TF_BackCarat"			"<< TILBAKE"
"[english]TF_BackCarat"			"<< BACK"
"TF_CancelCarat"		"<< AVBRYT"
"[english]TF_CancelCarat"		"<< CANCEL"
"TF_BackToMainMenu"		"<< TILBAKE TIL HOVEDMENYEN"
"[english]TF_BackToMainMenu"		"<< BACK TO MAIN MENU"
"TF_ResumeGame"			"<< GJENOPPTA SPILLING"
"[english]TF_ResumeGame"			"<< RESUME GAME"
"InventoryCountOne"		"(1 TIL PÅ LAGER)"
"[english]InventoryCountOne"		"(1 OTHER IN INVENTORY)"
"InventoryCountMany"	"(%s1 TIL PÅ LAGER)"
"[english]InventoryCountMany"	"(%s1 OTHERS IN INVENTORY)"
"CurrentlyEquipped"		"FOR ØYEBLIKKET UTSTYRT:"
"[english]CurrentlyEquipped"		"CURRENTLY EQUIPPED:"
"CurrentlyEquippedCarat"	"FOR ØYEBLIKKET UTSTYRT >"
"[english]CurrentlyEquippedCarat"	"CURRENTLY EQUIPPED >"
"ItemsFoundShort"		"(%s1 GJENSTANDER PÅ LAGER)"
"[english]ItemsFoundShort"		"(%s1 ITEMS IN INVENTORY)"
"ItemsFoundShortOne"	"(ÉN GJENSTAND PÅ LAGER)"
"[english]ItemsFoundShortOne"	"(ONE ITEM IN INVENTORY)"
"NoItemsExistShort"		"(DET FINNES INGEN GJENSTANDER ENNÅ)"
"[english]NoItemsExistShort"		"(NO ITEMS EXIST YET)"
"NoItemsExistLong"		"(DET FINNES INGEN SPESIALGJENSTANDER FOR %loadoutclass% ENNÅ.)"
"[english]NoItemsExistLong"		"(NO SPECIAL ITEMS FOR %loadoutclass% EXIST YET.)"
"NoItemsFoundShort"		"(INGEN GJENSTANDER ER FUNNET ENNÅ)"
"[english]NoItemsFoundShort"		"(NO ITEMS FOUND YET)"
"NoItemsFoundLong"		"(DET ER IKKE ANSKAFFET NOEN SPESIALGJENSTANDER FOR %loadoutclass% ENNÅ.)"
"[english]NoItemsFoundLong"		"(NO SPECIAL ITEMS FOR %loadoutclass% HAVE BEEN ACQUIRED YET.)"
"NoItemsAvailableTitle"	"TILGJENGELIG:"
"[english]NoItemsAvailableTitle"	"AVAILABLE:"
"NoItemsAvailableTitle2" "BARE BASELAGER"
"[english]NoItemsAvailableTitle2" "BASE INVENTORY ONLY."
"ItemAcquireReason_Achievement" "PRESTASJON OPPNÅDD"
"[english]ItemAcquireReason_Achievement" "ACHIEVEMENT EARNED"
"NoItemsToEquip"		"DU HAR INGEN GJENSTANDER SOM PASSER I DENNE OPPAKNINGSPLASSEN"
"[english]NoItemsToEquip"		"YOU HAVE NO ITEMS FOR THIS LOADOUT SLOT"
"QuickSwitchEquipped"	"(utstyrt)"
"[english]QuickSwitchEquipped"	"(equipped)"
"SelectNoItemSlot"		"Tom"
"[english]SelectNoItemSlot"		"Empty"
"BackpackTitle"			"RYGGSEKK"
"[english]BackpackTitle"			"BACKPACK"
"X_DeleteItem"			"X SLETTE"
"[english]X_DeleteItem"			"X DELETE"
"X_Delete"				"X SLETTE"
"[english]X_Delete"				"X DELETE"
"X_DiscardItem"			"X KASTE"
"[english]X_DiscardItem"			"X DISCARD"
"DeleteConfirmTitle"	"ER DU SIKKER?"
"[english]DeleteConfirmTitle"	"ARE YOU SURE?"
"DeleteItemConfirmText"		"Hvis du sletter denne gjenstanden, blir den ødelagt permanent. Dette kan ikke gjøres om."
"[english]DeleteItemConfirmText"		"Deleting this item will permanently destroy it. This cannot be undone."
"MultiDeleteItemConfirmText"		"Hvis du sletter disse elementene, ødelegges de permanent. Dette kan ikke gjøres om."
"[english]MultiDeleteItemConfirmText"		"Deleting these items will permanently destroy all of them. This cannot be undone."
"X_DeleteConfirmButton"	"X JA, SLETT DEN"
"[english]X_DeleteConfirmButton"	"X YEAH, DELETE IT"
"Backpack_Delete_Item"	"RYGGSEKK – SLETT GJENSTAND"
"[english]Backpack_Delete_Item"	"BACKPACK - DELETE ITEM"
"DiscardExplanation"	"Du plukket opp denne gjenstanden, men har ikke plass til den i ryggsekken."
"[english]DiscardExplanation"	"You picked up this item but you don't have room for it in your pack."
"DiscardExplanation2"	"Slett en gjenstand nedenfor for å lage plass, eller trykk på kast for å fjerne den nye gjenstanden."
"[english]DiscardExplanation2"	"Delete an item below to make room or press discard to throw your new item away."
"DeleteConfirmDefault"	"Slett?"
"[english]DeleteConfirmDefault"	"Delete?"
"Discarded"				"KASTET!"
"[english]Discarded"				"DISCARDED!"

"LoadoutSlot_Primary"	"Primærvåpen"
"[english]LoadoutSlot_Primary"	"Primary weapon"
"LoadoutSlot_Secondary"	"Sekundærvåpen"
"[english]LoadoutSlot_Secondary"	"Secondary weapon"
"LoadoutSlot_Melee"		"Nærkampvåpen"
"[english]LoadoutSlot_Melee"		"Melee weapon"
"LoadoutSlot_Grenade"	"Granat"
"[english]LoadoutSlot_Grenade"	"Grenade"
"LoadoutSlot_Building"	"Bygger"
"[english]LoadoutSlot_Building"	"Building"
"LoadoutSlot_pda"		"Primær-PDA"
"[english]LoadoutSlot_pda"		"Primary PDA"
"LoadoutSlot_pda2"		"Sekundær-PDA"
"[english]LoadoutSlot_pda2"		"Secondary PDA"
"LoadoutSlot_PrimaryMod"	"Ammo"
"[english]LoadoutSlot_PrimaryMod"	"Ammo"
"LoadoutSlot_Head"		"Hode"
"[english]LoadoutSlot_Head"		"Head"
"LoadoutSlot_Misc"		"Diverse"
"[english]LoadoutSlot_Misc"		"Misc"

"Backpack_SortBy_Header"	"Sorter ryggsekk"
"[english]Backpack_SortBy_Header"	"Sort Backpack"
"Backpack_SortBy_Type"		"Sorter etter type"
"[english]Backpack_SortBy_Type"		"Sort by Type"
"Backpack_SortBy_Class"		"Sorter etter klasse"
"[english]Backpack_SortBy_Class"		"Sort by Class"
"Backpack_SortBy_Slot"		"Sorter etter oppakningsplass"
"[english]Backpack_SortBy_Slot"		"Sort by Loadout Slot"
"ItemTypeDesc"			"Nivå %s1 %s2"		// s1 is the level number, s2 is the item type. Example: \"Level 4 Medigun\"
"[english]ItemTypeDesc"			"Level %s1 %s2"		// s1 is the level number, s2 is the item type. Example: \"Level 4 Medigun\"
"of"					"av"
"[english]of"					"of"

//----------------------------------------------------------------------------------------
// Crafting
"CraftPack"				"Håndverksområde"
"[english]CraftPack"				"Crafting Area"
"CraftBegin"			"Konstruer ..."
"[english]CraftBegin"			"Craft..."
"CraftConfirm"			"Konstruer den!"
"[english]CraftConfirm"			"Craft It!"
"CraftRecipe"			"Kjente tegninger"
"[english]CraftRecipe"			"Known Blueprints"
"CraftStep1"			"Velg de gjenstandene du vil konstruere"
"[english]CraftStep1"			"Select items to craft"
"CraftStep2"			"Dobbeltklikk eller dra gjenstander hit"
"[english]CraftStep2"			"Double-click or drag items here"
"CraftStep3"			"Velg Konstruer for å bruke denne tegningen."
"[english]CraftStep3"			"Hit Craft to use this blueprint."
"CraftStep3B"			"Velg den tegningen du vil bruke."
"[english]CraftStep3B"			"Select the blueprint you want to use."
"CraftStep4"			"Klikk når du er klar til å konstruere"
"[english]CraftStep4"			"Click when ready to craft"
"CraftViewRecipes"		"Se alle kjente tegninger"
"[english]CraftViewRecipes"		"View all known blueprints"
"CraftNoMatch"			"Ingen passende tegning"
"[english]CraftNoMatch"			"No matching blueprint"
"CraftNoknownRecipes"		"Ingen kjente tegninger."
"[english]CraftNoknownRecipes"		"No blueprints known."
"CraftTryYourLuck"		"Velg Konstruer for å prøve lykken."
"[english]CraftTryYourLuck"		"Hit Craft to try your luck."
"CraftReady"			"Du har de gjenstandene som trengs for denne tegningen.
Klikk på sjekkmerket for å flytte gjenstandene til håndverksområdet."
"[english]CraftReady"			"You have the items needed for this blueprint.
Click the check to move the items into the craft area."

"CraftUpdate_Start"		"Konstruerer"
"[english]CraftUpdate_Start"		"Crafting"
"CraftUpdate_Success"	"Konstruksjonen er gjennomført."
"[english]CraftUpdate_Success"	"Crafting Succeeded!"
"CraftUpdate_NoMatch"	"Konstruksjonen mislyktes:

Ingen passende tegning."
"[english]CraftUpdate_NoMatch"	"Crafting failed:

No matching blueprint."
"CraftUpdate_Failed"	"Konstruksjonen mislyktes:

Håndverksserveren er utilgjengelig."
"[english]CraftUpdate_Failed"	"Crafting failed:

Craft server is unavailable."

"NewRecipeFound"		"Ny tegning funnet!"
"[english]NewRecipeFound"		"New Blueprint Found!"

// Keep the key names short, they're networked down to clients
"RT_MP_A"				"Utvinn %s1"
"[english]RT_MP_A"				"Smelt %s1"
"RT_C_A"				"Kombinér %s1"
"[english]RT_C_A"				"Combine %s1"
"RT_F_A"				"Fremstill %s1"
"[english]RT_F_A"				"Fabricate %s1"
"RT_R_A"				"Bygg om %s1"
"[english]RT_R_A"				"Rebuild %s1"
"RDI_AB"				"Krever: %s1 %s2"
"[english]RDI_AB"				"Requires: %s1 %s2"
"RDI_ABC"				"Krever: %s1 %s2 %s3"
"[english]RDI_ABC"				"Requires: %s1 %s2 %s3"
"RDO_AB"				"Produserer: %s1 %s2"
"[english]RDO_AB"				"Produces: %s1 %s2"
"RDO_ABC"				"Produserer: %s1 %s2 %s3"
"[english]RDO_ABC"				"Produces: %s1 %s2 %s3"
"RI_Pi"					"av det samme primærvåpenet"
"[english]RI_Pi"					"of the same primary weapon"
"RI_Pp"					"primærvåpen"
"[english]RI_Pp"					"primary weapons"
"RI_P"					"primærvåpen"
"[english]RI_P"					"primary weapon"
"RI_Ic"					"gjenstander som brukes av den samme klassen"
"[english]RI_Ic"					"items used by the same class"
"RI_Wc"					"våpen som brukes av den samme klassen"
"[english]RI_Wc"					"weapons used by the same class"
"RI_Is"					"gjenstander som er utstyrt i den samme oppakningsplassen"
"[english]RI_Is"					"items equipped in the same loadout slot"
"RI_Ws"					"våpen som er utstyrt i den samme oppakningsplassen"
"[english]RI_Ws"					"weapons equipped in the same loadout slot"
"RI_Si"					"av det samme sekundærvåpenet"
"[english]RI_Si"					"of the same secondary weapon"
"RI_Sp"					"sekundærvåpen"
"[english]RI_Sp"					"secondary weapons"
"RI_S"					"sekundærvåpen"
"[english]RI_S"					"secondary weapon"
"RI_Mi"					"av det samme nærkampvåpenet"
"[english]RI_Mi"					"of the same melee weapon"
"RI_Mp"					"nærkampvåpen"
"[english]RI_Mp"					"melee weapons"
"RI_M"					"nærkampvåpen"
"[english]RI_M"					"melee weapon"
"RI_Hi"					"av det samme hodeplagget"
"[english]RI_Hi"					"of the same piece of headwear"
"RI_Hp"					"hodeplagg"
"[english]RI_Hp"					"pieces of headwear"
"RI_H"					"hodeplagg"
"[english]RI_H"					"piece of headwear"
"RD_RND"				"tilfeldig"
"[english]RD_RND"				"random"
"RI_Cw"					"klassevåpen"
"[english]RI_Cw"					"class weapons"
"RI_Ch"					"klassehodeplagg"
"[english]RI_Ch"					"class headgear"
"RI_Aw"					"primær-, sekundær- og nærkampvåpen"
"[english]RI_Aw"					"primary, secondary, and melee weapon"
"RI_FAC"				"i en klasse"
"[english]RI_FAC"				"of a class"
"RI_Hg"					"hodeplagg"
"[english]RI_Hg"					"headgear"
"RI_Cs"					"klassespesifikt"
"[english]RI_Cs"					"class specific"
"RI_CTc"				", 1 klassepollett"
"[english]RI_CTc"				", 1 Class Token"
"RI_STc"				", 1 plasspollett"
"[english]RI_STc"				", 1 Slot Token"
"RI_W"					"våpen"
"[english]RI_W"					"weapon"

// Craft items
// Key names are sent over the net, so we use short names
"CI_Bar_A"				"Vrakmetall"
"[english]CI_Bar_A"				"Scrap Metal"
"CI_Bar_B"				"Gjenvunnet metall"
"[english]CI_Bar_B"				"Reclaimed Metal"
"CI_Bar_C"				"Foredlet metall"
"[english]CI_Bar_C"				"Refined Metal"
"CI_Bar_Ap"				"Vrakmetall"
"[english]CI_Bar_Ap"				"Scrap Metal"
"CI_Bar_Bp"				"Gjenvunnet metall"
"[english]CI_Bar_Bp"				"Reclaimed Metal"
"CI_Bar_Cp"				"Foredlet metall"
"[english]CI_Bar_Cp"				"Refined Metal"
"TF_CraftItem"			"Konstruer gjenstand"
"[english]TF_CraftItem"			"Craft Item"
"CI_T_C"				"Klassepollett"
"[english]CI_T_C"				"Class Token"
"CI_T_S"				"Plasspollett"
"[english]CI_T_S"				"Slot Token"

"CI_T_C_1"				"Klassepollett – Scout"
"[english]CI_T_C_1"				"Class Token - Scout"
"CI_T_C_2"				"Klassepollett – Sniper"
"[english]CI_T_C_2"				"Class Token - Sniper"
"CI_T_C_3"				"Klassepollett – Soldier"
"[english]CI_T_C_3"				"Class Token - Soldier"
"CI_T_C_4"				"Klassepollett – Demoman"
"[english]CI_T_C_4"				"Class Token - Demoman"
"CI_T_C_5"				"Klassepollett – Heavy"
"[english]CI_T_C_5"				"Class Token - Heavy"
"CI_T_C_6"				"Klassepollett – Medic"
"[english]CI_T_C_6"				"Class Token - Medic"
"CI_T_C_7"				"Klassepollett – Pyro"
"[english]CI_T_C_7"				"Class Token - Pyro"
"CI_T_C_8"				"Klassepollett – Spy"
"[english]CI_T_C_8"				"Class Token - Spy"
"CI_T_C_9"				"Klassepollett – Engineer"
"[english]CI_T_C_9"				"Class Token - Engineer"

"CI_T_S_1"				"Plasspollett – Primær"
"[english]CI_T_S_1"				"Slot Token - Primary"
"CI_T_S_2"				"Plasspollett – Sekundær"
"[english]CI_T_S_2"				"Slot Token - Secondary"
"CI_T_S_3"				"Plasspollett – Nærkamp"
"[english]CI_T_S_3"				"Slot Token - Melee"
"CI_T_S_4"				"Plasspollett – Granat"
"[english]CI_T_S_4"				"Slot Token - Grenade"
"CI_T_S_5"				"Plasspollett – Bygning"
"[english]CI_T_S_5"				"Slot Token - Building"
"CI_T_S_6"				"Plasspollett – PDA"
"[english]CI_T_S_6"				"Slot Token - PDA"
"CI_T_S_7"				"Plasspollett – PDA2"
"[english]CI_T_S_7"				"Slot Token - PDA2"
"CI_T_S_8"				"Plasspollett – Hode"
"[english]CI_T_S_8"				"Slot Token - Head"

"TF_CraftItem_Token_C_Desc"	"Brukes til å spesifisere en klasse i tegninger"
"[english]TF_CraftItem_Token_C_Desc"	"Used to specify a class in blueprints"
"TF_CraftItem_Token_S_Desc"	"Brukes til å spesifisere en oppakningsplass i tegninger"
"[english]TF_CraftItem_Token_S_Desc"	"Used to specify a loadout slot in blueprints"




//----------------------------------------------------------------------------------------
// Attribute descriptions
"Attrib_ClipSize_Positive"			"+%s1% magasinstørrelse"
"[english]Attrib_ClipSize_Positive"			"+%s1% clip size"
"Attrib_ClipSize_Negative"			"%s1% magasinstørrelse"
"[english]Attrib_ClipSize_Negative"			"%s1% clip size"
"Attrib_UberchargeRate_Positive"	"+%s1% fart for superlading"
"[english]Attrib_UberchargeRate_Positive"	"+%s1% ÜberCharge rate"
"Attrib_UberchargeRate_Negative"	"%s1% fart for superlading"
"[english]Attrib_UberchargeRate_Negative"	"%s1% ÜberCharge rate"
"Attrib_DamageDone_Positive"		"+%s1% utført skade"
"[english]Attrib_DamageDone_Positive"		"+%s1% damage done"
"Attrib_DamageDone_Negative"		"%s1% utført skade"
"[english]Attrib_DamageDone_Negative"		"%s1% damage done"
"Attrib_HealRate_Positive"			"+%s1% helbredelsesfrekvens"
"[english]Attrib_HealRate_Positive"			"+%s1% heal rate"
"Attrib_HealRate_Negative"			"%s1% helbredelsesfrekvens"
"[english]Attrib_HealRate_Negative"			"%s1% heal rate"
"Attrib_FireRate_Positive"			"+%s1% raskere avfyringshastighet"
"[english]Attrib_FireRate_Positive"			"+%s1% faster firing speed"
"Attrib_FireRate_Negative"			"%s1% langsommere avfyringshastighet"
"[english]Attrib_FireRate_Negative"			"%s1% slower firing speed"
"Attrib_OverhealAmount_Positive"	"+%s1% mer maks. overhelbredelse"
"[english]Attrib_OverhealAmount_Positive"	"+%s1% more max overheal"
"Attrib_OverhealDecay_Disabled"		"Bonus for overhelbredelse forsvinner ikke"
"[english]Attrib_OverhealDecay_Disabled"		"Overheal bonus doesn't decay"
"Attrib_OverhealDecay_Positive"		"+%s1% lengre overhelbredelsestid"
"[english]Attrib_OverhealDecay_Positive"		"+%s1% longer overheal time"
"Attrib_OverhealDecay_Negative"		"%s1% kortere overhelbredelsestid"
"[english]Attrib_OverhealDecay_Negative"		"%s1% shorter overheal time"
"Attrib_HealOnHit_Positive"			"Ved treff: +%s1 helse"
"[english]Attrib_HealOnHit_Positive"			"On Hit: +%s1 health"
"Attrib_HealOnHit_Negative"			"Ved treff: %s1 helse"
"[english]Attrib_HealOnHit_Negative"			"On Hit: %s1 health"
"Attrib_CritChance_Positive"		"+%s1 kritisk treffmulighet"
"[english]Attrib_CritChance_Positive"		"+%s1 critical hit chance"
"Attrib_CritChance_Negative"		"%s1 kritisk treffmulighet"
"[english]Attrib_CritChance_Negative"		"%s1 critical hit chance"
"Attrib_CritChance_Disabled"		"Ingen tilfeldige kritiske treff"
"[english]Attrib_CritChance_Disabled"		"No random critical hits"
"Attrib_AddUber_OnHit_Positive"		"Ved treff: %s1% superlading lagt til"
"[english]Attrib_AddUber_OnHit_Positive"		"On Hit: %s1% ÜberCharge added"
"Attrib_Medigun_CritBoost"			"Superlading gir 100 % kritisk mulighet"
"[english]Attrib_Medigun_CritBoost"			"ÜberCharge grants 100% critical chance"
"Attrib_DamageDoneBonus_Positive"	"Ved treff: +%s1% skadebonus"
"[english]Attrib_DamageDoneBonus_Positive"	"On Hit: +%s1% damage bonus"
"Attrib_CritVsBurning"				"100 % kritisk treff versus brennende spillere"
"[english]Attrib_CritVsBurning"				"100% critical hit vs burning players"
"Attrib_DmgPenaltyVsNonBurning"		"%s1% skade versus spillere som ikke brenner"
"[english]Attrib_DmgPenaltyVsNonBurning"		"%s1% damage vs non-burning players"
"Attrib_NoCritVsNonBurning"			"Ingen kritiske treff versus spillere som ikke brenner"
"[english]Attrib_NoCritVsNonBurning"			"No critical hits vs non-burning players"
