"lang" 
{ 
"Language" "swedish" 
"Tokens" 
{ 
// Teams
"TF_AutoAssign" 			"&1 TILLDELA AUTOMATISKT"
"[english]TF_DEMOMAN_CRIT_SWORD_KILL_DESC"		"Use a critical swing with the Eyelander to kill 5 enemy players."
"TF_DEMOMAN_AIR_BURST_KILLS_NAME"		"Flygande klister"
"[english]TF_DEMOMAN_AIR_BURST_KILLS_NAME"		"Something Stickied This Way Comes"
"TF_DEMOMAN_AIR_BURST_KILLS_DESC"		"Döda 30 spelare med luftdetonerade klisterbomber."
"[english]TF_DEMOMAN_AIR_BURST_KILLS_DESC"		"Kill 30 players with air burst sticky bombs."
"TF_DEMOMAN_STICKYJUMP_CAP_NAME"		"Hoppfull erövring"
"[english]TF_DEMOMAN_STICKYJUMP_CAP_NAME"		"The High Road"
"TF_DEMOMAN_STICKYJUMP_CAP_DESC"		"Klisterbombshoppa till en punkt och erövra den."
"[english]TF_DEMOMAN_STICKYJUMP_CAP_DESC"		"Sticky jump onto a cap point and capture it."
"TF_DEMOMAN_FREEZECAM_SMILE_NAME"		"Blodigt leende"
"[english]TF_DEMOMAN_FREEZECAM_SMILE_NAME"		"Bloody Merry"
"TF_DEMOMAN_FREEZECAM_SMILE_DESC"		"Ge en fiendespelare en fryst bild på ditt leende ansikte."
"[english]TF_DEMOMAN_FREEZECAM_SMILE_DESC"		"Provide an enemy player with a freeze cam of your smiling face."
"TF_DEMOMAN_FREEZECAM_RUMP_NAME"		"Det andra ögat"
"[english]TF_DEMOMAN_FREEZECAM_RUMP_NAME"		"Second Eye"
"TF_DEMOMAN_FREEZECAM_RUMP_DESC"		"Ge en fiendespelare en fryst bild när du skakar på rumpan."
"[english]TF_DEMOMAN_FREEZECAM_RUMP_DESC"		"Provide an enemy player with a freeze cam of you shaking your rump."
"TF_DEMOMAN_ENVIRONMENTAL_KILL_NAME"		"Klistrig kelt"
"[english]TF_DEMOMAN_ENVIRONMENTAL_KILL_NAME"		"He Who Celt It"
"TF_DEMOMAN_ENVIRONMENTAL_KILL_DESC"		"Använd klisterbombskastaren till att döda en fiendespelare via miljöskador."
"[english]TF_DEMOMAN_ENVIRONMENTAL_KILL_DESC"		"Use the Sticky Launcher to kill an enemy player via environmental damage."
"TF_DEMOMAN_DESTROY_X_STICKYBOMBS_NAME"		"Rojalistiskt rånad"
"[english]TF_DEMOMAN_DESTROY_X_STICKYBOMBS_NAME"		"Robbed Royal"
"TF_DEMOMAN_DESTROY_X_STICKYBOMBS_DESC"		"Förstör 100 av fiendens klisterbomber med Scottish Resistance."
"[english]TF_DEMOMAN_DESTROY_X_STICKYBOMBS_DESC"		"Destroy 100 enemy sticky bombs with the Scottish Resistance."
"TF_DEMOMAN_STICKJUMP_DISTANCE_NAME"		"Höglandshopp"
"[english]TF_DEMOMAN_STICKJUMP_DISTANCE_NAME"		"Highland Fling"
"TF_DEMOMAN_STICKJUMP_DISTANCE_DESC"		"Klisterbombshoppa riktigt långt..."
"[english]TF_DEMOMAN_STICKJUMP_DISTANCE_DESC"		"Sticky jump a really long way..."
"TF_DEMOMAN_KILL3_WITH_DETONATION_NAME"		"Säcken piper för dig"
"[english]TF_DEMOMAN_KILL3_WITH_DETONATION_NAME"		"Pipebagger"
"TF_DEMOMAN_KILL3_WITH_DETONATION_DESC"		"Döda minst tre spelare med en enda klisterbombsdetonering."
"[english]TF_DEMOMAN_KILL3_WITH_DETONATION_DESC"		"Kill at least three players with a single detonation of sticky bombs."
"TF_DEMOMAN_KILLXSAPPINGSPIES_NAME"		"Spionsappning"
"[english]TF_DEMOMAN_KILLXSAPPINGSPIES_NAME"		"Spynal Tap"
"TF_DEMOMAN_KILLXSAPPINGSPIES_DESC"		"Döda 20 spioner inom 5 sekunder efter att de har satt en sapper på en allierad byggnad."
"[english]TF_DEMOMAN_KILLXSAPPINGSPIES_DESC"		"Kill 20 spies within 5 seconds of them sapping a friendly building."
"TF_DEMOMAN_KILL3_WITH_PIPE_SETUPS_NAME"	"Klisterdunkning"
"[english]TF_DEMOMAN_KILL3_WITH_PIPE_SETUPS_NAME"	"Sticky Thump"
"TF_DEMOMAN_KILL3_WITH_PIPE_SETUPS_DESC"	"Använd Scottish Resistance till att döda 3 spelare i separata explosioner utan att placera ut nya klisterbomber."
"[english]TF_DEMOMAN_KILL3_WITH_PIPE_SETUPS_DESC"	"Using the Scottish Resistance, kill 3 players in separate explosions without placing new sticky bombs."
"TF_DEMOMAN_ACHIEVE_PROGRESS1_NAME"		"Demoman-milstolpe 1"
"[english]TF_DEMOMAN_ACHIEVE_PROGRESS1_NAME"		"Demoman Milestone 1"
"TF_DEMOMAN_ACHIEVE_PROGRESS1_DESC"		"Tjäna in 5 av framstegen i demoman-paketet."
"[english]TF_DEMOMAN_ACHIEVE_PROGRESS1_DESC"		"Achieve 5 of the achievements in the Demoman pack."
"TF_DEMOMAN_ACHIEVE_PROGRESS2_NAME"		"Demoman-milstolpe 2"
"[english]TF_DEMOMAN_ACHIEVE_PROGRESS2_NAME"		"Demoman Milestone 2"
"TF_DEMOMAN_ACHIEVE_PROGRESS2_DESC"		"Tjäna in 11 av framstegen i demoman-paketet."
"[english]TF_DEMOMAN_ACHIEVE_PROGRESS2_DESC"		"Achieve 11 of the achievements in the Demoman pack."
"TF_DEMOMAN_ACHIEVE_PROGRESS3_NAME"		"Demoman-milstolpe 3"
"[english]TF_DEMOMAN_ACHIEVE_PROGRESS3_NAME"		"Demoman Milestone 3"
"TF_DEMOMAN_ACHIEVE_PROGRESS3_DESC"		"Tjäna in 17 av framstegen i demoman-paketet."
"[english]TF_DEMOMAN_ACHIEVE_PROGRESS3_DESC"		"Achieve 17 of the achievements in the Demoman pack."

"round_info_header" 		"Territoriell kontrollkarta"
"[english]round_info_header" 		"Territorial Control Map"

"Hydro_BLU_captured_Dam" 		"BLÅTT har erövrat dammen"
"[english]Hydro_BLU_captured_Dam" 		"BLU has captured the Dam"
"Hydro_BLU_captured_RadarDish" 	"BLÅTT har erövrat radarantennen"
"[english]Hydro_BLU_captured_RadarDish" 	"BLU has captured the Radar Dish"
"Hydro_BLU_captured_PowerPlant" "BLÅTT har erövrat kraftverket"
"[english]Hydro_BLU_captured_PowerPlant" "BLU has captured the Power Plant"
"Hydro_BLU_captured_Warehouse" 	"BLÅTT har erövrat lagret"
"[english]Hydro_BLU_captured_Warehouse" 	"BLU has captured the Warehouse"

"Hydro_RED_captured_Dam" 		"RÖTT har erövrat dammen"
"[english]Hydro_RED_captured_Dam" 		"RED has captured the Dam"
"Hydro_RED_captured_RadarDish" 	"RÖTT har erövrat radarantennen"
"[english]Hydro_RED_captured_RadarDish" 	"RED has captured the Radar Dish"
"Hydro_RED_captured_PowerPlant"	"RÖTT har erövrat kraftverket"
"[english]Hydro_RED_captured_PowerPlant"	"RED has captured the Power Plant"
"Hydro_RED_captured_Warehouse" 	"RÖTT har erövrat lagret"
"[english]Hydro_RED_captured_Warehouse" 	"RED has captured the Warehouse"

"Hydro_attack_Dam"			"Var redo att anfalla dammen!"
"[english]Hydro_attack_Dam"			"Prepare to attack the Dam!"
"Hydro_attack_RadarDish"	"Var redo att anfalla radarantennen!"
"[english]Hydro_attack_RadarDish"	"Prepare to attack the Radar Dish!"
"Hydro_attack_PowerPlant"	"Var redo att anfalla kraftverket!"
"[english]Hydro_attack_PowerPlant"	"Prepare to attack the Power Plant!"
"Hydro_attack_Warehouse"	"Var redo att anfalla lagret!"
"[english]Hydro_attack_Warehouse"	"Prepare to attack the Warehouse!"
"Hydro_attack_BLU_base"		"Var redo att anfalla BLÅTTS bas!"
"[english]Hydro_attack_BLU_base"		"Prepare to attack the BLU Base!"
"Hydro_attack_RED_base"		"Var redo att anfalla RÖTTS bas!"
"[english]Hydro_attack_RED_base"		"Prepare to attack the RED Base!"
"Hydro_defend_BLU_base"		"Var redo att försvara BLÅTTS bas!"
"[english]Hydro_defend_BLU_base"		"Prepare to defend the BLU Base!"
"Hydro_defend_RED_base"		"Var redo att försvara RÖTTS bas!"
"[english]Hydro_defend_RED_base"		"Prepare to defend the RED Base!"

// Chapter titles used for commentary loading
"GAMEUI_Commentary_Console_Explanation"	"\"Kommentarsnoder\" innehåller ljudspår med kommentarer från Valves utvecklingsteam. Om du vill starta eller avbryta en nod siktar du på en valfri ballongikon och trycker sedan på tangenten för primäreld."
"[english]GAMEUI_Commentary_Console_Explanation"	"'Commentary nodes' contain commentary by the Valve development team. To start or stop a node, aim at any balloon icon and press your PRIMARY FIRE button."
"tf_Chapter1_Title"		"Hydro"
"[english]tf_Chapter1_Title"		"Hydro"
"tf_Chapter2_Title"		"Gravel Pit"
"[english]tf_Chapter2_Title"		"Gravel Pit"
"tf_Chapter3_Title"		"Well"
"[english]tf_Chapter3_Title"		"Well"
"tf_Chapter4_Title"		"Granary"
"[english]tf_Chapter4_Title"		"Granary"
"tf_Chapter5_Title"		"2Fort"
"[english]tf_Chapter5_Title"		"2Fort"
"tf_Chapter6_Title"		"Dustbowl"
"[english]tf_Chapter6_Title"		"Dustbowl"

// Strings used in materials
"TF_Battlements"		"Bröstvärn"
"[english]TF_Battlements"		"Battlements"
"TF_ControlPoint"		"Kontrollpunkt"
"[english]TF_ControlPoint"		"Control Point"
"TF_CapturePoint"		"Erövringspunkt"
"[english]TF_CapturePoint"		"Capture Point"
"TF_CaptureZone"		"Erövringszon"
"[english]TF_CaptureZone"		"Capture Zone"
"TF_Resupply"			"Påfyllning"
"[english]TF_Resupply"			"Resupply"
"TF_Intelligence"		"Information"
"[english]TF_Intelligence"		"Intelligence"
"TF_Exit"			"Avsluta"
"[english]TF_Exit"			"Exit"

"Leaderboard_BestMoments"		"BÄSTA ÖGONBLICK"
"[english]Leaderboard_BestMoments"		"BEST MOMENTS"

"TF_Timelimit"			"Tid per karta (minuter)"
"[english]TF_Timelimit"			"Time per map (minutes)"
"TF_WinLimit"			"Vinstgräns (poäng)"
"[english]TF_WinLimit"			"Win limit (score)"
"TF_MaxRounds"			"Omgångsgräns (omgångar)"
"[english]TF_MaxRounds"			"Round limit (rounds)"

"TF_TeamCount"			"Andra spelare i ditt lag"
"[english]TF_TeamCount"			"Other players on your team"

"Cannot_Be_Spectator"			"Det går inte att vara åskådare på den här servern"
"[english]Cannot_Be_Spectator"			"This server does not allow spectating"

//----------------------------------------------------------------------------------------
// Items
"TF_Open_Charinfo"			"Öppna figurutrustning"
"[english]TF_Open_Charinfo"			"Open Character Loadout"
"TF_Open_Charinfo_Backpack"	"Öppna ryggsäck"
"[english]TF_Open_Charinfo_Backpack"	"Open Backpack"
"TF_Quickswitch"			"Snabbväxling av utrustning"
"[english]TF_Quickswitch"			"Loadout Quickswitch"

"Item"				"Föremål"
"[english]Item"				"Item"
"SelectedItemNumber"		"#%selecteditem%"
"[english]SelectedItemNumber"		"#%selecteditem%"
"NewItemsAcquired"		"%numitems% NYTT FÖREMÅL ERHÅLLET!"
"[english]NewItemsAcquired"		"%numitems% NEW ITEMS ACQUIRED!"
"NewItemAcquired"		"NYTT FÖREMÅL ERHÅLLET!"
"[english]NewItemAcquired"		"NEW ITEM ACQUIRED!"
"NewItemsCrafted"		"%numitems% NYA FÖREMÅL SKAPADE!"
"[english]NewItemsCrafted"		"%numitems% NEW ITEMS CRAFTED!"
"NewItemCrafted"		"NYTT FÖREMÅL SKAPAT!"
"[english]NewItemCrafted"		"NEW ITEM CRAFTED!"
"NextItem"				"VISA
NÄSTA >"
"[english]NextItem"				"VIEW
NEXT >"
"PreviousItem"			"VISA
< BAKÅT"
"[english]PreviousItem"			"VIEW
< PREV"
"CloseItemPanel"		"OK, FORTSÄTT SPELET"
"[english]CloseItemPanel"		"OK, RESUME GAME"
"ChangeLoadout"			"ANVÄND DET HÄR FÖREMÅLET NU ..."
"[english]ChangeLoadout"			"EQUIP THIS ITEM NOW..."

"CharInfoAndSetup"		"FIGURINFO OCH -KONFIGURATION"
"[english]CharInfoAndSetup"		"CHARACTER INFO AND SETUP"
"Loadout"				"UTRUSTNING"
"[english]Loadout"				"LOADOUT"
"Stats"					"STATISTIK"
"[english]Stats"					"STATS"
"Achievements"			"FRAMSTEG"
"[english]Achievements"			"ACHIEVEMENTS"

"CharacterLoadout"		"FIGURUTRUSTNING"
"[english]CharacterLoadout"		"CHARACTER LOADOUT"
"SelectClassLoadout"	"VÄLJ EN KLASS ATT ÄNDRA UTRUSTNING FÖR"
"[english]SelectClassLoadout"	"SELECT A CLASS TO MODIFY LOADOUT"
"NoSteamNoItems"		"UTRUSTNING INTE TILLGÄNGLIG - KUNDE INTE ANSLUTA TILL STEAM"
"[english]NoSteamNoItems"		"LOADOUT NOT AVAILABLE - COULD NOT CONNECT TO STEAM"
"LoadoutChangesUpdate"	"OBS! UTRUSTNINGSÄNDRINGAR TRÄDER IKRAFT VID ÅTERSKAPANDE."
"[english]LoadoutChangesUpdate"	"NOTE: LOADOUT CHANGES WILL TAKE EFFECT ON RESPAWN."
"EquipYourClass"		"ANVÄND %loadoutclass%"
"[english]EquipYourClass"		"EQUIP YOUR %loadoutclass%"
"Equip"					"UTRUSTA"
"[english]Equip"					"EQUIP"
"Keep"					"BEHÅLL"
"[english]Keep"					"KEEP"
"ClassBeingEquipped"	"%loadoutclass%"
"[english]ClassBeingEquipped"	"%loadoutclass%"
"ChangeButton"			"BYT ..."
"[english]ChangeButton"			"CHANGE..."
"DoneButton"			"KLART!"
"[english]DoneButton"			"DONE!"
"EquipSelectedWeapon"	"ANVÄND VALT VAPEN"
"[english]EquipSelectedWeapon"	"EQUIP SELECTED WEAPON"
"ItemSel_PRIMARY"		"- HUVUDVAPEN"
"[english]ItemSel_PRIMARY"		"- PRIMARY WEAPON"
"ItemSel_SECONDARY"		"- ALTERNATIVT VAPEN"
"[english]ItemSel_SECONDARY"		"- SECONDARY WEAPON"
"ItemSel_MELEE"			"- NÄRSTRIDSVAPEN"
"[english]ItemSel_MELEE"			"- MELEE WEAPON"
"ItemSel_PDA"			"- PDA"
"[english]ItemSel_PDA"			"- PDA"
"ItemSel_ITEM1"			"- TILLBEHÖR"
"[english]ItemSel_ITEM1"			"- ACCESSORY"
"ItemSel_PRIMARY_MOD"		"- MODD AV HUVUDVAPEN"
"[english]ItemSel_PRIMARY_MOD"		"- PRIMARY WEAPON MOD"
"ItemSel_HEAD"			"- HUVUDBONAD"
"[english]ItemSel_HEAD"			"- HEADWEAR"
"ItemSel_MISC"			"- DIVERSE"
"[english]ItemSel_MISC"			"- MISC"
"TF_BackCarat"			"<< TILLBAKA"
"[english]TF_BackCarat"			"<< BACK"
"TF_CancelCarat"		"<< AVBRYT"
"[english]TF_CancelCarat"		"<< CANCEL"
"TF_BackToMainMenu"		"<< TILLBAKA TILL HUVUDMENYN"
"[english]TF_BackToMainMenu"		"<< BACK TO MAIN MENU"
"TF_ResumeGame"			"<< FORTSÄTT SPELET"
"[english]TF_ResumeGame"			"<< RESUME GAME"
"InventoryCountOne"		"(1 TILL I FÖRRÅDET)"
"[english]InventoryCountOne"		"(1 OTHER IN INVENTORY)"
"InventoryCountMany"	"(%s1 TILL I FÖRRÅDET)"
"[english]InventoryCountMany"	"(%s1 OTHERS IN INVENTORY)"
"CurrentlyEquipped"		"AKTUELL UTRUSTNING:"
"[english]CurrentlyEquipped"		"CURRENTLY EQUIPPED:"
"CurrentlyEquippedCarat"	"AKTUELL UTRUSTNING >"
"[english]CurrentlyEquippedCarat"	"CURRENTLY EQUIPPED >"
"ItemsFoundShort"		"(%s1 FÖREMÅL I FÖRRÅDET)"
"[english]ItemsFoundShort"		"(%s1 ITEMS IN INVENTORY)"
"ItemsFoundShortOne"	"(ETT FÖREMÅL I FÖRRÅDET)"
"[english]ItemsFoundShortOne"	"(ONE ITEM IN INVENTORY)"
"NoItemsExistShort"		"(INGA FÖREMÅL FINNS ÄN)"
"[english]NoItemsExistShort"		"(NO ITEMS EXIST YET)"
"NoItemsExistLong"		"(INGA SPECIALFÖREMÅL FÖR %loadoutclass% FINNS ÄN.)"
"[english]NoItemsExistLong"		"(NO SPECIAL ITEMS FOR %loadoutclass% EXIST YET.)"
"NoItemsFoundShort"		"(INGA FÖREMÅL HAR HITTATS ÄN)"
"[english]NoItemsFoundShort"		"(NO ITEMS FOUND YET)"
"NoItemsFoundLong"		"(INGA SPECIALFÖREMÅL FÖR %loadoutclass% HAR FÅTTS ÄN.)"
"[english]NoItemsFoundLong"		"(NO SPECIAL ITEMS FOR %loadoutclass% HAVE BEEN ACQUIRED YET.)"
"NoItemsAvailableTitle"	"TILLGÄNGLIGT:"
"[english]NoItemsAvailableTitle"	"AVAILABLE:"
"NoItemsAvailableTitle2" "ENDAST BASFÖRRÅD."
"[english]NoItemsAvailableTitle2" "BASE INVENTORY ONLY."
"ItemAcquireReason_Achievement" "FRAMSTEG INTJÄNAT"
"[english]ItemAcquireReason_Achievement" "ACHIEVEMENT EARNED"
"NoItemsToEquip"		"DU HAR INGA FÖREMÅL FÖR DEN HÄR UTRUSTNINGSPLATSEN"
"[english]NoItemsToEquip"		"YOU HAVE NO ITEMS FOR THIS LOADOUT SLOT"
"QuickSwitchEquipped"	"(används)"
"[english]QuickSwitchEquipped"	"(equipped)"
"SelectNoItemSlot"		"Tomt"
"[english]SelectNoItemSlot"		"Empty"
"BackpackTitle"			"RYGGSÄCK"
"[english]BackpackTitle"			"BACKPACK"
"X_DeleteItem"			"X TA BORT"
"[english]X_DeleteItem"			"X DELETE"
"X_Delete"				"X TA BORT"
"[english]X_Delete"				"X DELETE"
"X_DiscardItem"			"X IGNORERA"
"[english]X_DiscardItem"			"X DISCARD"
"DeleteConfirmTitle"	"ÄR DU SÄKER?"
"[english]DeleteConfirmTitle"	"ARE YOU SURE?"
"DeleteItemConfirmText"		"Om du tar bort föremålet förstörs det permanent. Det går inte att ångra."
"[english]DeleteItemConfirmText"		"Deleting this item will permanently destroy it. This cannot be undone."
"MultiDeleteItemConfirmText"		"Om du tar bort föremålen förstörs de permanent. Det går inte att ångra."
"[english]MultiDeleteItemConfirmText"		"Deleting these items will permanently destroy all of them. This cannot be undone."
"X_DeleteConfirmButton"	"X JA, TA BORT DET"
"[english]X_DeleteConfirmButton"	"X YEAH, DELETE IT"
"Backpack_Delete_Item"	"RYGGSÄCK - TA BORT FÖREMÅL"
"[english]Backpack_Delete_Item"	"BACKPACK - DELETE ITEM"
"DiscardExplanation"	"Du plockade upp det här föremålet men du har inte plats för det i ryggsäcken."
"[english]DiscardExplanation"	"You picked up this item but you don't have room for it in your pack."
"DiscardExplanation2"	"Ta bort ett föremål nedan så att du får plats, eller välj att ignorera det nya föremålet, så slänger du bort det."
"[english]DiscardExplanation2"	"Delete an item below to make room or press discard to throw your new item away."
"DeleteConfirmDefault"	"Ta bort?"
"[english]DeleteConfirmDefault"	"Delete?"
"Discarded"				"IGNORERAT!"
"[english]Discarded"				"DISCARDED!"

"LoadoutSlot_Primary"	"Huvudvapen"
"[english]LoadoutSlot_Primary"	"Primary weapon"
"LoadoutSlot_Secondary"	"Alternativt vapen"
"[english]LoadoutSlot_Secondary"	"Secondary weapon"
"LoadoutSlot_Melee"		"Närstridsvapen"
"[english]LoadoutSlot_Melee"		"Melee weapon"
"LoadoutSlot_Grenade"	"Granat"
"[english]LoadoutSlot_Grenade"	"Grenade"
"LoadoutSlot_Building"	"Byggnad"
"[english]LoadoutSlot_Building"	"Building"
"LoadoutSlot_pda"		"Primär PDA"
"[english]LoadoutSlot_pda"		"Primary PDA"
"LoadoutSlot_pda2"		"Alternativ PDA"
"[english]LoadoutSlot_pda2"		"Secondary PDA"
"LoadoutSlot_PrimaryMod"	"Ammo"
"[english]LoadoutSlot_PrimaryMod"	"Ammo"
"LoadoutSlot_Head"		"Huvud"
"[english]LoadoutSlot_Head"		"Head"
"LoadoutSlot_Misc"		"Diverse"
"[english]LoadoutSlot_Misc"		"Misc"

"Backpack_SortBy_Header"	"Sortera ryggsäck"
"[english]Backpack_SortBy_Header"	"Sort Backpack"
"Backpack_SortBy_Type"		"Sortera efter typ"
"[english]Backpack_SortBy_Type"		"Sort by Type"
"Backpack_SortBy_Class"		"Sortera efter klass"
"[english]Backpack_SortBy_Class"		"Sort by Class"
"Backpack_SortBy_Slot"		"Sortera efter utrustningsplats"
"[english]Backpack_SortBy_Slot"		"Sort by Loadout Slot"
"ItemTypeDesc"			"%s2 nivå %s1"		// s1 is the level number, s2 is the item type. Example: \"Level 4 Medigun\"
"[english]ItemTypeDesc"			"Level %s1 %s2"		// s1 is the level number, s2 is the item type. Example: \"Level 4 Medigun\"
"of"					"av"
"[english]of"					"of"

//----------------------------------------------------------------------------------------
// Crafting
"CraftPack"				"Skapandeområde"
"[english]CraftPack"				"Crafting Area"
"CraftBegin"			"Skapa..."
"[english]CraftBegin"			"Craft..."
"CraftConfirm"			"Skapa det!"
"[english]CraftConfirm"			"Craft It!"
"CraftRecipe"			"Ritningar"
"[english]CraftRecipe"			"Known Blueprints"
"CraftStep1"			"Välj föremål att skapa"
"[english]CraftStep1"			"Select items to craft"
"CraftStep2"			"Dubbelklicka eller dra föremålen hit"
"[english]CraftStep2"			"Double-click or drag items here"
"CraftStep3"			"Använd den här ritningen genom att trycka på Skapa."
"[english]CraftStep3"			"Hit Craft to use this blueprint."
"CraftStep3B"			"Välj ritningen du vill använda."
"[english]CraftStep3B"			"Select the blueprint you want to use."
"CraftStep4"			"Klicka när du är redo att skapa"
"[english]CraftStep4"			"Click when ready to craft"
"CraftViewRecipes"		"Visa alla ritningar"
"[english]CraftViewRecipes"		"View all known blueprints"
"CraftNoMatch"			"Inga matchande ritningar"
"[english]CraftNoMatch"			"No matching blueprint"
"CraftNoknownRecipes"		"Inga ritningar."
"[english]CraftNoknownRecipes"		"No blueprints known."
"CraftTryYourLuck"		"Prova lyckan genom att trycka på Skapa."
"[english]CraftTryYourLuck"		"Hit Craft to try your luck."
"CraftReady"			"Du har föremålen som krävs för den här ritningen.
Klicka på markören om du vill flytta föremålen till skapandeområdet."
"[english]CraftReady"			"You have the items needed for this blueprint.
Click the check to move the items into the craft area."

"CraftUpdate_Start"		"Skapar"
"[english]CraftUpdate_Start"		"Crafting"
"CraftUpdate_Success"	"Skapandet lyckades!"
"[english]CraftUpdate_Success"	"Crafting Succeeded!"
"CraftUpdate_NoMatch"	"Skapandet misslyckades:

Ingen matchande ritning."
"[english]CraftUpdate_NoMatch"	"Crafting failed:

No matching blueprint."
"CraftUpdate_Failed"	"Skapandet misslyckades:

Skapandeservern är inte tillgänglig."
"[english]CraftUpdate_Failed"	"Crafting failed:

Craft server is unavailable."

"NewRecipeFound"		"Ny ritning hittades!"
"[english]NewRecipeFound"		"New Blueprint Found!"

// Keep the key names short, they're networked down to clients
"RT_MP_A"				"Smält ned %s1"
"[english]RT_MP_A"				"Smelt %s1"
"RT_C_A"				"Kombinera %s1"
"[english]RT_C_A"				"Combine %s1"
"RT_F_A"				"Tillverka %s1"
"[english]RT_F_A"				"Fabricate %s1"
"RT_R_A"				"Bygg upp %s1"
"[english]RT_R_A"				"Rebuild %s1"
"RDI_AB"				"Kräver: %s1 %s2"
"[english]RDI_AB"				"Requires: %s1 %s2"
"RDI_ABC"				"Kräver: %s1 %s2 %s3"
"[english]RDI_ABC"				"Requires: %s1 %s2 %s3"
"RDO_AB"				"Skapar: %s1 %s2"
"[english]RDO_AB"				"Produces: %s1 %s2"
"RDO_ABC"				"Skapar: %s1 %s2 %s3"
"[english]RDO_ABC"				"Produces: %s1 %s2 %s3"
"RI_Pi"					"av samma huvudvapen"
"[english]RI_Pi"					"of the same primary weapon"
"RI_Pp"					"huvudvapen"
"[english]RI_Pp"					"primary weapons"
"RI_P"					"huvudvapen"
"[english]RI_P"					"primary weapon"
"RI_Ic"					"föremål som används av samma klass"
"[english]RI_Ic"					"items used by the same class"
"RI_Wc"					"vapen som används av samma klass"
"[english]RI_Wc"					"weapons used by the same class"
"RI_Is"					"föremål som utrustats i samma utrustningsplats"
"[english]RI_Is"					"items equipped in the same loadout slot"
"RI_Ws"					"vapen som utrustats i samma utrustningsplats"
"[english]RI_Ws"					"weapons equipped in the same loadout slot"
"RI_Si"					"av samma alternativa vapen"
"[english]RI_Si"					"of the same secondary weapon"
"RI_Sp"					"alternativa vapen"
"[english]RI_Sp"					"secondary weapons"
"RI_S"					"alternativt vapen"
"[english]RI_S"					"secondary weapon"
"RI_Mi"					"av samma närstridsvapen"
"[english]RI_Mi"					"of the same melee weapon"
"RI_Mp"					"närstridsvapen"
"[english]RI_Mp"					"melee weapons"
"RI_M"					"närstridsvapen"
"[english]RI_M"					"melee weapon"
"RI_Hi"					"av samma huvudbonad"
"[english]RI_Hi"					"of the same piece of headwear"
"RI_Hp"					"huvudbonader"
"[english]RI_Hp"					"pieces of headwear"
"RI_H"					"huvudbonad"
"[english]RI_H"					"piece of headwear"
"RD_RND"				"slumpvalt"
"[english]RD_RND"				"random"
"RI_Cw"					"klassvapen"
"[english]RI_Cw"					"class weapons"
"RI_Ch"					"klasshuvudbonad"
"[english]RI_Ch"					"class headgear"
"RI_Aw"					"huvudvapen, alternativt vapen och närstridsvapen"
"[english]RI_Aw"					"primary, secondary, and melee weapon"
"RI_FAC"				"för en klass"
"[english]RI_FAC"				"of a class"
"RI_Hg"					"huvudbonad"
"[english]RI_Hg"					"headgear"
"RI_Cs"					"klasspecifik"
"[english]RI_Cs"					"class specific"
"RI_CTc"				", 1 klasspollett"
"[english]RI_CTc"				", 1 Class Token"
"RI_STc"				", 1 platspollett"
"[english]RI_STc"				", 1 Slot Token"
"RI_W"					"vapen"
"[english]RI_W"					"weapon"

// Craft items
// Key names are sent over the net, so we use short names
"CI_Bar_A"				"Metallskrot"
"[english]CI_Bar_A"				"Scrap Metal"
"CI_Bar_B"				"Återvunnen metall"
"[english]CI_Bar_B"				"Reclaimed Metal"
"CI_Bar_C"				"Förfinad metall"
"[english]CI_Bar_C"				"Refined Metal"
"CI_Bar_Ap"				"Metallskrot"
"[english]CI_Bar_Ap"				"Scrap Metal"
"CI_Bar_Bp"				"Återvunnen metall"
"[english]CI_Bar_Bp"				"Reclaimed Metal"
"CI_Bar_Cp"				"Förfinad metall"
"[english]CI_Bar_Cp"				"Refined Metal"
"TF_CraftItem"			"Skapandeföremål"
"[english]TF_CraftItem"			"Craft Item"
"CI_T_C"				"Klasspollett"
"[english]CI_T_C"				"Class Token"
"CI_T_S"				"Platspollett"
"[english]CI_T_S"				"Slot Token"

"CI_T_C_1"				"Klasspollett - Spanare"
"[english]CI_T_C_1"				"Class Token - Scout"
"CI_T_C_2"				"Klasspollett - Krypskytt"
"[english]CI_T_C_2"				"Class Token - Sniper"
"CI_T_C_3"				"Klasspollett - Soldat"
"[english]CI_T_C_3"				"Class Token - Soldier"
"CI_T_C_4"				"Klasspollett - Demoman"
"[english]CI_T_C_4"				"Class Token - Demoman"
"CI_T_C_5"				"Klasspollett - Tung artillerist"
"[english]CI_T_C_5"				"Class Token - Heavy"
"CI_T_C_6"				"Klasspollett - Sjukvårdare"
"[english]CI_T_C_6"				"Class Token - Medic"
"CI_T_C_7"				"Klasspollett - Pyro"
"[english]CI_T_C_7"				"Class Token - Pyro"
"CI_T_C_8"				"Klasspollett - Spion"
"[english]CI_T_C_8"				"Class Token - Spy"
"CI_T_C_9"				"Klasspollett - Tekniker"
"[english]CI_T_C_9"				"Class Token - Engineer"

"CI_T_S_1"				"Platspollett - Huvudvapen"
"[english]CI_T_S_1"				"Slot Token - Primary"
"CI_T_S_2"				"Platspollett - Alternativt vapen"
"[english]CI_T_S_2"				"Slot Token - Secondary"
"CI_T_S_3"				"Platspollett - Närstridsvapen"
"[english]CI_T_S_3"				"Slot Token - Melee"
